Subject,Period,Stage,Magazine,Probability,MagEntries
2,CS,Thirst,Pellet - Sucrose,High,2.142857
2,CS,4x Sucrose,Pellet - Sucrose,Low,1.47619
2,CS,4x Sucrose,Pellet - Sucrose,Medium,2.238095
2,CS,4x Sucrose,Pellet - Sucrose,High,0.8064516
3,PreCS,Acquisition,Pellet - Sucrose,Low,0
3,PreCS,Acquisition,Pellet - Sucrose,Medium,-0.2647059
3,PreCS,Acquisition,Pellet - Sucrose,High,-0.6315789
3,PreCS,Thirst,Pellet - Sucrose,Low,-0.7804878
3,PreCS,Thirst,Pellet - Sucrose,Medium,-0.4634146
3,PreCS,Thirst,Pellet - Sucrose,High,-0.6486486
3,PreCS,4x Sucrose,Pellet - Sucrose,Low,-0.2765957
3,PreCS,4x Sucrose,Pellet - Sucrose,Medium,-0.5526316
3,PreCS,4x Sucrose,Pellet - Sucrose,High,-1.085714
3,CS,Acquisition,Pellet - Sucrose,Low,1.295455
3,CS,Acquisition,Pellet - Sucrose,Medium,0.1891892
3,CS,Acquisition,Pellet - Sucrose,High,-0.125
3,CS,Thirst,Pellet - Sucrose,Low,0.6222222
3,CS,Thirst,Pellet - Sucrose,Medium,0.6904762
3,CS,Thirst,Pellet - Sucrose,High,0.7096774
3,CS,4x Sucrose,Pellet - Sucrose,Low,1.543478
3,CS,4x Sucrose,Pellet - Sucrose,Medium,0.6136364
3,CS,4x Sucrose,Pellet - Sucrose,High,-0.3529412
4,PreCS,Acquisition,Pellet - Sucrose,Low,-0.5116279
4,PreCS,Acquisition,Pellet - Sucrose,Medium,-0.4
4,PreCS,Acquisition,Pellet - Sucrose,High,-0.725
4,PreCS,Thirst,Pellet - Sucrose,Low,-0.4565218
4,PreCS,Thirst,Pellet - Sucrose,Medium,-1.5
4,PreCS,Thirst,Pellet - Sucrose,High,-1.769231
4,PreCS,4x Sucrose,Pellet - Sucrose,Low,-1.139535
4,PreCS,4x Sucrose,Pellet - Sucrose,Medium,-1.611111
4,PreCS,4x Sucrose,Pellet - Sucrose,High,-2.75
4,CS,Acquisition,Pellet - Sucrose,Low,1.886364
4,CS,Acquisition,Pellet - Sucrose,Medium,2.789474
4,CS,Acquisition,Pellet - Sucrose,High,2.076923
4,CS,Thirst,Pellet - Sucrose,Low,1.681818
4,CS,Thirst,Pellet - Sucrose,Medium,2.294118
4,CS,Thirst,Pellet - Sucrose,High,1.258065
4,CS,4x Sucrose,Pellet - Sucrose,Low,4.244444
4,CS,4x Sucrose,Pellet - Sucrose,Medium,2.214286
4,CS,4x Sucrose,Pellet - Sucrose,High,0.28125
5,PreCS,Acquisition,Pellet - Sucrose,Low,-0.04347826
5,PreCS,Acquisition,Pellet - Sucrose,Medium,-0.3783784
5,PreCS,Acquisition,Pellet - Sucrose,High,-0.4545455
5,PreCS,Thirst,Pellet - Sucrose,Low,-0.2666667
5,PreCS,Thirst,Pellet - Sucrose,Medium,-0.3589744
5,PreCS,Thirst,Pellet - Sucrose,High,-0.8846154
5,PreCS,4x Sucrose,Pellet - Sucrose,Low,-0.25
5,PreCS,4x Sucrose,Pellet - Sucrose,Medium,-0.4242424
5,PreCS,4x Sucrose,Pellet - Sucrose,High,-0.6333333
5,CS,Acquisition,Pellet - Sucrose,Low,0
5,CS,Acquisition,Pellet - Sucrose,Medium,-0.0952381
5,CS,Acquisition,Pellet - Sucrose,High,-0.1481482
5,CS,Thirst,Pellet - Sucrose,Low,-0.04347826
5,CS,Thirst,Pellet - Sucrose,Medium,-0.2380952
5,CS,Thirst,Pellet - Sucrose,High,-1.1875
5,CS,4x Sucrose,Pellet - Sucrose,Low,-1.153846
5,CS,4x Sucrose,Pellet - Sucrose,Medium,-1.116279
5,CS,4x Sucrose,Pellet - Sucrose,High,-0.7142857
6,PreCS,Acquisition,Pellet - Sucrose,Low,-0.3255814
6,PreCS,Acquisition,Pellet - Sucrose,Medium,-0.6428571
6,PreCS,Acquisition,Pellet - Sucrose,High,-1.032258
6,PreCS,Thirst,Pellet - Sucrose,Low,-0.4090909
6,PreCS,Thirst,Pellet - Sucrose,Medium,-0.6764706
6,PreCS,Thirst,Pellet - Sucrose,High,-0.6571429
6,PreCS,4x Sucrose,Pellet - Sucrose,Low,-0.2195122
6,PreCS,4x Sucrose,Pellet - Sucrose,Medium,-0.5641026
6,PreCS,4x Sucrose,Pellet - Sucrose,High,-0.8125
6,CS,Acquisition,Pellet - Sucrose,Low,1.688889
6,CS,Acquisition,Pellet - Sucrose,Medium,1.309524
6,CS,Acquisition,Pellet - Sucrose,High,0.625
6,CS,Thirst,Pellet - Sucrose,Low,0.902439
6,CS,Thirst,Pellet - Sucrose,Medium,-0.07894737
6,CS,Thirst,Pellet - Sucrose,High,0.1282051
6,CS,4x Sucrose,Pellet - Sucrose,Low,2.166667
6,CS,4x Sucrose,Pellet - Sucrose,Medium,1.7
6,CS,4x Sucrose,Pellet - Sucrose,High,-0.4242424
7,PreCS,Acquisition,Pellet - Sucrose,Low,0.1521739
7,PreCS,Acquisition,Pellet - Sucrose,Medium,-0.8333333
7,PreCS,Acquisition,Pellet - Sucrose,High,-1.833333
7,PreCS,Thirst,Pellet - Sucrose,Low,-0.255814
7,PreCS,Thirst,Pellet - Sucrose,Medium,-0.8837209
7,PreCS,Thirst,Pellet - Sucrose,High,-0.5833333
7,PreCS,4x Sucrose,Pellet - Sucrose,Low,-0.2666667
7,PreCS,4x Sucrose,Pellet - Sucrose,Medium,-0.75
7,PreCS,4x Sucrose,Pellet - Sucrose,High,-1.305556
7,CS,Acquisition,Pellet - Sucrose,Low,3.767442
7,CS,Acquisition,Pellet - Sucrose,Medium,2.375
7,CS,Acquisition,Pellet - Sucrose,High,1.735294
7,CS,Thirst,Pellet - Sucrose,Low,5.068182
7,CS,Thirst,Pellet - Sucrose,Medium,4.529412
7,CS,Thirst,Pellet - Sucrose,High,3.205882
7,CS,4x Sucrose,Pellet - Sucrose,Low,1.348837
7,CS,4x Sucrose,Pellet - Sucrose,Medium,3.523809
7,CS,4x Sucrose,Pellet - Sucrose,High,1.694444
8,PreCS,Acquisition,Pellet - Sucrose,Low,-1.266667
8,PreCS,Acquisition,Pellet - Sucrose,Medium,-1.560976
8,PreCS,Acquisition,Pellet - Sucrose,High,-2.580645
8,PreCS,Thirst,Pellet - Sucrose,Low,-1.477273
8,PreCS,Thirst,Pellet - Sucrose,Medium,-1.627907
8,PreCS,Thirst,Pellet - Sucrose,High,-2.794118
8,PreCS,4x Sucrose,Pellet - Sucrose,Low,-1.560976
8,PreCS,4x Sucrose,Pellet - Sucrose,Medium,-2.108108
8,PreCS,4x Sucrose,Pellet - Sucrose,High,-3.111111
8,CS,Acquisition,Pellet - Sucrose,Low,5.627907
8,CS,Acquisition,Pellet - Sucrose,Medium,4.837838
8,CS,Acquisition,Pellet - Sucrose,High,2.641026
8,CS,Thirst,Pellet - Sucrose,Low,5.695652
8,CS,Thirst,Pellet - Sucrose,Medium,2.236842
8,CS,Thirst,Pellet - Sucrose,High,2.724138
8,CS,4x Sucrose,Pellet - Sucrose,Low,3.733333
8,CS,4x Sucrose,Pellet - Sucrose,Medium,0.73684210000000006
8,CS,4x Sucrose,Pellet - Sucrose,High,0.9428572
