folder,file,savename,subject,protocol,station,run,project,userID,session,timebins,timebin_start,timebin_end,A1_freq,A1_dur,A2_freq,A2_dur,A3_freq,A3_dur,A4_freq,A4_dur,Flash_freq,Flash_dur,Steady_freq,Steady_dur,counterbalancing,Pavlovian_cbx,DevaluedOutcome1,sex,FLash_leverCbx,Steady_levercbx,Flash_OutcomeID,Steady_OutcomeID,Stage,Schedule,Day,DevaluedOutcome,Test_Period
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,8,420,480,0,0,0,0,3,0.220000000000027,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,13,720,780,1,0.220000000000027,0,0,7,12.0599999999998,0,0,0,0,1,5,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,14,780,840,0,0,0,0,4,1.30000000000007,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,16,900,960,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat20.csv,20____,55,10,1,C,Marios,235,22,1260,1320,0,0,0,0,1,6.54000000000019,0,0,0,0,0,0,B,Y,Banana,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,1,0,60,2,2.18,6,4.1,1,0.460000000000001,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,2,60,120,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,3,120,180,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,4,180,240,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,6,300,360,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,7,360,420,0,0,2,5.7000000000001,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,8,420,480,0,0,2,4.75999999999999,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,9,480,540,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,10,540,600,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,11,600,660,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,12,660,720,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,13,720,780,0,0,1,0.660000000000082,3,2.30000000000007,0,0,1,5,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,14,780,840,0,0,8,3.63999999999999,3,8.07999999999993,0,0,5,25,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,15,840,900,0,0,3,2.50000000000011,6,10.9999999999999,0,0,3,13.16,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,16,900,960,0,0,8,5.41999999999996,4,0.680000000000064,0,0,5,26.84,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,17,960,1020,1,0.699999999999932,9,5.94000000000005,6,2.44000000000017,0,0,5,24.54,1,5,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,18,1020,1080,7,2.2800000000002,2,2.22000000000025,0,0,0,0,2,8.62000000000012,4,20,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,19,1080,1140,1,2.1400000000001,2,2.49999999999977,1,3.46000000000004,0,0,2,11.8399999999999,1,5,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,20,1140,1200,1,1.04000000000019,1,1.77999999999997,2,0.560000000000173,0,0,1,5,1,5,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat22.csv,22____,55,12,1,C,Marios,235,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,B,X,Banana,F,Right,Right,Chocolate,Banana,Devaluation1,Test,Day13,Banana,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,1,0,60,9,5.00000000000001,9,2.52,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,2,60,120,2,0.599999999999994,6,2.28,1,0.560000000000002,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,3,120,180,2,2.24000000000001,7,2.81999999999996,1,0.419999999999987,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,4,180,240,1,0.0799999999999841,1,2.53999999999999,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,5,240,300,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,6,300,360,4,2.72000000000003,7,5.38,1,1.71999999999997,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,7,360,420,3,3.60000000000008,0,0,1,0.120000000000005,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,8,420,480,0,0,0,0,1,0.0399999999999636,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,9,480,540,3,2.4799999999999,0,0,2,0.71999999999997,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,10,540,600,0,0,0,0,4,0.840000000000032,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,11,600,660,0,0,0,0,4,6.57999999999993,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,12,660,720,0,0,0,0,2,0.340000000000032,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,13,720,780,0,0,4,1.21999999999991,3,3.32000000000016,0,0,3,13.78,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,14,780,840,0,0,4,1.07999999999993,3,1.90000000000009,0,0,4,18.46,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,15,840,900,0,0,6,4.13999999999999,3,1.86000000000001,0,0,5,27.76,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,16,900,960,0,0,9,5.65999999999997,1,0.139999999999986,0,0,6,30,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,17,960,1020,0,0,8,6.96000000000015,0,0,0,0,4,20,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,18,1020,1080,0,0,6,7.47999999999934,1,0.279999999999973,0,0,4,20,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,19,1080,1140,5,2.03999999999974,3,2.72000000000003,2,0.579999999999927,0,0,2,10,2,10,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,20,1140,1200,1,0.220000000000027,4,11.2000000000003,0,0,0,0,4,20,1,5,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,21,1200,1260,1,0.0599999999999454,5,7.09999999999945,0,0,0,0,3,15,1,5,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat24.csv,24____,55,9,1,C,Marios,237,22,1260,1320,2,0.399999999999864,1,0.519999999999982,2,0.3599999999999,0,0,1,5,2,10,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,1,0,60,4,0.199999999999999,7,4.28,3,2.12,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,2,60,120,0,0,5,5.96000000000002,3,2.30000000000003,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,3,120,180,1,1.02000000000001,0,0,1,0.680000000000007,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,4,180,240,0,0,6,5.17999999999998,5,8.91999999999999,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,5,240,300,1,0.5,0,0,1,0.579999999999984,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,6,300,360,0,0,3,3.25999999999993,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,7,360,420,1,1.30000000000001,0,0,5,6.48000000000008,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,8,420,480,0,0,1,0.939999999999998,1,0.460000000000036,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,9,480,540,0,0,2,3.62,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,10,540,600,1,0.480000000000018,2,1.88,2,3.30000000000007,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,11,600,660,0,0,0,0,2,1.89999999999986,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,12,660,720,0,0,0,0,3,1.27999999999997,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,ITI
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,13,720,780,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,14,780,840,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,15,840,900,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,16,900,960,0,0,0,0,1,5.43999999999994,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,17,960,1020,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,18,1020,1080,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,19,1080,1140,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,20,1140,1200,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,21,1200,1260,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat25.csv,25____,55,2,1,C,Marios,237,22,1260,1320,0,0,0,0,0,0,0,0,0,0,0,0,B,Y,Chocolate,F,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,Reinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat43.csv,43____,55,13,1,C,Marios,235,1,0,60,0,0,8,2.92000000000001,6,6.38,0,0,0,0,0,0,B,Y,Chocolate,M,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
LPL_Devaluation1_Test_Day13,LPLDevaluation1TestDay13B,LPLDevaluation1TestDay13B_Rat43.csv,43____,55,13,1,C,Marios,235,2,60,120,0,0,5,0.780000000000015,1,0.319999999999993,0,0,0,0,0,0,B,Y,Chocolate,M,Right,Left,Banana,Chocolate,Devaluation1,Test,Day13,Chocolate,NonReinforced
