Voltage,drug,nA
0.049699399,SAL,-0.616374951
0.049699399,LY,-0.792631915
0.046292585,SAL,-0.624274444
0.046292585,LY,-0.804262391
0.042885772,SAL,-0.630873948
0.042885772,LY,-0.817177075
0.039478958,SAL,-0.636024551
0.039478958,LY,-0.831267721
0.036072144,SAL,-0.639668115
0.036072144,LY,-0.846307477
0.032665331,SAL,-0.642035109
0.032665331,LY,-0.861861534
0.029258517,SAL,-0.643624881
0.029258517,LY,-0.877358026
0.025851703,SAL,-0.6449754
0.025851703,LY,-0.892212201
0.02244489,SAL,-0.646626728
0.02244489,LY,-0.905844232
0.019038076,SAL,-0.649003768
0.019038076,LY,-0.917767509
0.015631263,SAL,-0.652294496
0.015631263,LY,-0.927786426
0.012224449,SAL,-0.656619812
0.012224449,LY,-0.93607764
0.008817635,SAL,-0.66208336
0.008817635,LY,-0.943075265
0.005410822,SAL,-0.668689311
0.005410822,LY,-0.949268865
0.002004008,SAL,-0.67647038
0.002004008,LY,-0.955049244
-0.001402806,SAL,-0.685536
-0.001402806,LY,-0.960682365
-0.004809619,SAL,-0.695933706
-0.004809619,LY,-0.966360075
-0.008216433,SAL,-0.707620479
-0.008216433,LY,-0.972195849
-0.011623246,SAL,-0.72048448
-0.011623246,LY,-0.978219072
-0.01503006,SAL,-0.734323021
-0.01503006,LY,-0.984544134
-0.018436874,SAL,-0.748869266
-0.018436874,LY,-0.991537323
-0.021843687,SAL,-0.763850871
-0.021843687,LY,-0.999728864
-0.025250501,SAL,-0.779048316
-0.025250501,LY,-1.009657787
-0.028657315,SAL,-0.794337206
-0.028657315,LY,-1.021778019
-0.032064128,SAL,-0.80975377
-0.032064128,LY,-1.036320595
-0.035470942,SAL,-0.825553725
-0.035470942,LY,-1.053228785
-0.038877756,SAL,-0.842044815
-0.038877756,LY,-1.072227062
-0.042284569,SAL,-0.859368143
-0.042284569,LY,-1.092813329
-0.045691383,SAL,-0.877514273
-0.045691383,LY,-1.114236463
-0.049098196,SAL,-0.896310497
-0.049098196,LY,-1.135688343
-0.05250501,SAL,-0.915427708
-0.05250501,LY,-1.156510465
-0.055911824,SAL,-0.934625227
-0.055911824,LY,-1.176243716
-0.059318637,SAL,-0.953806405
-0.059318637,LY,-1.194718695
-0.062725451,SAL,-0.972943869
-0.062725451,LY,-1.212162131
-0.066132265,SAL,-0.992252752
-0.066132265,LY,-1.229144569
-0.069539078,SAL,-1.012198804
-0.069539078,LY,-1.246393992
-0.072945892,SAL,-1.033294004
-0.072945892,LY,-1.264535085
-0.076352705,SAL,-1.056052169
-0.076352705,LY,-1.28388613
-0.079759519,SAL,-1.080870255
-0.079759519,LY,-1.304482554
-0.083166333,SAL,-1.107854691
-0.083166333,LY,-1.326239451
-0.086573146,SAL,-1.136866987
-0.086573146,LY,-1.349006057
-0.08997996,SAL,-1.167532129
-0.08997996,LY,-1.372542756
-0.093386774,SAL,-1.199216871
-0.093386774,LY,-1.396655881
-0.096793587,SAL,-1.231241682
-0.096793587,LY,-1.421364253
-0.100200401,SAL,-1.263084234
-0.100200401,LY,-1.446855754
-0.103607214,SAL,-1.29438194
-0.103607214,LY,-1.473373391
-0.107014028,SAL,-1.324897817
-0.107014028,LY,-1.501123824
-0.110420842,SAL,-1.35454137
-0.110420842,LY,-1.530159041
-0.113827655,SAL,-1.383352764
-0.113827655,LY,-1.560365483
-0.117234469,SAL,-1.411354892
-0.117234469,LY,-1.591527622
-0.120641283,SAL,-1.438445199
-0.120641283,LY,-1.62323371
-0.124048096,SAL,-1.464456588
-0.124048096,LY,-1.654779286
-0.12745491,SAL,-1.489170227
-0.12745491,LY,-1.685335844
-0.130861723,SAL,-1.512348011
-0.130861723,LY,-1.714154838
-0.134268537,SAL,-1.533905344
-0.134268537,LY,-1.740610821
-0.137675351,SAL,-1.553849983
-0.137675351,LY,-1.76428243
-0.141082164,SAL,-1.572124855
-0.141082164,LY,-1.785053648
-0.144488978,SAL,-1.588721535
-0.144488978,LY,-1.803064601
-0.147895792,SAL,-1.603654566
-0.147895792,LY,-1.818566986
-0.151302605,SAL,-1.616844493
-0.151302605,LY,-1.831745306
-0.154709419,SAL,-1.62831514
-0.154709419,LY,-1.842590446
-0.158116232,SAL,-1.638254373
-0.158116232,LY,-1.850960088
-0.161523046,SAL,-1.646874276
-0.161523046,LY,-1.856734032
-0.16492986,SAL,-1.654486324
-0.16492986,LY,-1.85984762
-0.168336673,SAL,-1.661495118
-0.168336673,LY,-1.860260738
-0.171743487,SAL,-1.668262755
-0.171743487,LY,-1.858080623
-0.175150301,SAL,-1.675140179
-0.175150301,LY,-1.853704189
-0.178557114,SAL,-1.682426762
-0.178557114,LY,-1.847758594
-0.181963928,SAL,-1.690219752
-0.181963928,LY,-1.840941934
-0.185370741,SAL,-1.698375585
-0.185370741,LY,-1.833832036
-0.188777555,SAL,-1.706503448
-0.188777555,LY,-1.826711899
-0.192184369,SAL,-1.71400113
-0.192184369,LY,-1.819608273
-0.195591182,SAL,-1.720189562
-0.195591182,LY,-1.812437491
-0.198997996,SAL,-1.724431781
-0.198997996,LY,-1.804969057
-0.20240481,SAL,-1.72618853
-0.20240481,LY,-1.796767173
-0.205811623,SAL,-1.725033811
-0.205811623,LY,-1.787351768
-0.209218437,SAL,-1.720708511
-0.209218437,LY,-1.776341374
-0.212625251,SAL,-1.713166719
-0.212625251,LY,-1.763435796
-0.216032064,SAL,-1.702438825
-0.216032064,LY,-1.74844336
-0.219438878,SAL,-1.688529956
-0.219438878,LY,-1.731324507
-0.222845691,SAL,-1.671529332
-0.222845691,LY,-1.712154518
-0.226252505,SAL,-1.651583917
-0.226252505,LY,-1.691086816
-0.229659319,SAL,-1.62884281
-0.229659319,LY,-1.668264978
-0.233066132,SAL,-1.603641794
-0.233066132,LY,-1.643708907
-0.236472946,SAL,-1.576480937
-0.236472946,LY,-1.617389747
-0.23987976,SAL,-1.54787156
-0.23987976,LY,-1.589440902
-0.243286573,SAL,-1.518485411
-0.243286573,LY,-1.560218639
-0.246693387,SAL,-1.489164883
-0.246693387,LY,-1.530186648
-0.2501002,SAL,-1.460712893
-0.2501002,LY,-1.499857044
-0.253507014,SAL,-1.433849319
-0.253507014,LY,-1.469796971
-0.256913828,SAL,-1.409084387
-0.256913828,LY,-1.44057678
-0.260320641,SAL,-1.386542582
-0.260320641,LY,-1.412700898
-0.263727455,SAL,-1.366059487
-0.263727455,LY,-1.386489752
-0.267134269,SAL,-1.347283072
-0.267134269,LY,-1.361949086
-0.270541082,SAL,-1.329725265
-0.270541082,LY,-1.338873548
-0.273947896,SAL,-1.312968777
-0.273947896,LY,-1.317070698
-0.277354709,SAL,-1.296800521
-0.277354709,LY,-1.296365514
-0.280761523,SAL,-1.281149717
-0.280761523,LY,-1.276529182
-0.284168337,SAL,-1.265994565
-0.284168337,LY,-1.257375865
-0.28757515,SAL,-1.251301198
-0.28757515,LY,-1.23881533
-0.290981964,SAL,-1.236972429
-0.290981964,LY,-1.220772428
-0.294388778,SAL,-1.222783251
-0.294388778,LY,-1.203197662
-0.297795591,SAL,-1.208407805
-0.297795591,LY,-1.186075541
-0.301202405,SAL,-1.193543616
-0.301202405,LY,-1.169323377
-0.304609218,SAL,-1.177892284
-0.304609218,LY,-1.152770633
-0.308016032,SAL,-1.161135373
-0.308016032,LY,-1.136166505
-0.311422846,SAL,-1.143109044
-0.311422846,LY,-1.119148038
-0.314829659,SAL,-1.123812488
-0.314829659,LY,-1.101362368
-0.318236473,SAL,-1.103311645
-0.318236473,LY,-1.082703095
-0.321643287,SAL,-1.08188294
-0.321643287,LY,-1.063401658
-0.3250501,SAL,-1.060014636
-0.3250501,LY,-1.043920293
-0.328456914,SAL,-1.038226782
-0.328456914,LY,-1.024802312
-0.331863727,SAL,-1.017071044
-0.331863727,LY,-1.006546836
-0.335270541,SAL,-0.997026753
-0.335270541,LY,-0.989493235
-0.338677355,SAL,-0.978354385
-0.338677355,LY,-0.973770352
-0.342084168,SAL,-0.961248007
-0.342084168,LY,-0.959274161
-0.345490982,SAL,-0.945868287
-0.345490982,LY,-0.94568045
-0.348897796,SAL,-0.932209756
-0.348897796,LY,-0.932649362
-0.352304609,SAL,-0.920183331
-0.352304609,LY,-0.920045795
-0.355711423,SAL,-0.90966397
-0.355711423,LY,-0.907872443
-0.359118236,SAL,-0.900405021
-0.359118236,LY,-0.896104724
-0.36252505,SAL,-0.892028196
-0.36252505,LY,-0.884665191
-0.365931864,SAL,-0.884009387
-0.365931864,LY,-0.873397367
-0.369338677,SAL,-0.875708202
-0.369338677,LY,-0.862022276
-0.372745491,SAL,-0.866525532
-0.372745491,LY,-0.850207302
-0.376152305,SAL,-0.856019018
-0.376152305,LY,-0.837587509
-0.379559118,SAL,-0.843923622
-0.379559118,LY,-0.823707069
-0.382965932,SAL,-0.830173366
-0.382965932,LY,-0.808103383
-0.386372745,SAL,-0.814967785
-0.386372745,LY,-0.790407757
-0.389779559,SAL,-0.798756793
-0.389779559,LY,-0.770336705
-0.393186373,SAL,-0.782000716
-0.393186373,LY,-0.747802611
-0.396593186,SAL,-0.764980872
-0.396593186,LY,-0.723109869
-0.4,SAL,-0.747859963
-0.4,LY,-0.696952405
