subject,date,drug,channel,uniqueID,includeSubj,trialexclude,trialNum,rewardMagnitude,responselatency,MagEntry10sPre,MagEntry10sPost,AUC5s,peak5s,latency2peak5s
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,3,4,0,7,2,30.89985922,1.513726256,4.1
57,20140620,LY,1,57_20140620_1_LY,TRUE,TRUE,4,1,12,0,5,24.32173281,1.106639367,2.1
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,5,4,0,7,2,78.2302621,2.713118318,2.1
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,6,2,12,7,4,32.42439047,1.531204919,1.8
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,7,4,17,5,3,26.22804659,1.536469424,2.3
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,8,2,3,0,5,27.56136499,1.052283927,4.1
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,9,1,0,5,6,23.51558086,1.169864657,0.7
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,10,2,3,2,1,43.22600191,1.320837383,4.2
57,20140620,LY,1,57_20140620_1_LY,TRUE,FALSE,11,1,0,8,1,15.53601079,1.461126058,2.9
57,20140620,LY,1,57_20140620_1_LY,TRUE,TRUE,12,4,4,6,1,13.84505822,1.052940023,3.5
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,1,2,6,0,5,0.352594746,0.915907546,1.5
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,2,1,4,2,3,32.20230523,1.225497075,1.6
58,20140618,LY,1,58_20140618_1_LY,FALSE,TRUE,3,4,21,3,1,27.9794435,1.283268038,3
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,4,1,52,0,2,6.478220905,0.707768187,1.5
58,20140618,LY,1,58_20140618_1_LY,FALSE,TRUE,5,4,3,0,2,11.68950808,1.015088423,3.7
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,6,2,7,2,5,32.11113279,1.206852192,3.9
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,7,4,15,2,1,32.11014903,1.346847839,2.3
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,8,2,3,2,4,-0.961231972,0.5202619,0.8
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,9,1,31,4,3,6.477254828,1.134140342,3.4
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,10,2,2,1,5,18.30223909,0.886619445,3.7
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,11,1,1,0,4,5.613662403,0.553753549,4.1
58,20140618,LY,1,58_20140618_1_LY,FALSE,FALSE,12,4,6,3,1,13.14395301,0.843625668,3.8
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,TRUE,1,2,28,3,1,-8.339855659,0.36568699,3.3
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,FALSE,2,1,3,1,4,0.00354842,0.636660152,3.5
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,TRUE,3,4,10,1,2,-1.717561938,0.244743474,2.7
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,FALSE,4,1,2,5,1,2.368106882,1.003142343,4.1
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,TRUE,5,4,3,2,1,1.406013258,0.807093015,4.4
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,TRUE,6,2,5,2,1,8.14975005,0.993178013,2.7
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,TRUE,7,4,2,4,3,17.32493337,2.063392056,5
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,FALSE,8,2,0,5,0,-0.208161042,0.98897259,4.2
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,FALSE,9,1,0,1,2,12.88929766,1.370076556,4.7
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,FALSE,10,2,5,1,6,-21.15374057,0.738466552,3.3
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,FALSE,11,1,0,6,0,-0.107919456,0.504666387,3.5
58,20140620,SAL,1,58_20140620_1_SAL,FALSE,TRUE,12,4,0,4,0,1.911062322,1.102252723,4.4
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,1,2,14,0,2,22.01106006,0.760711166,3.8
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,2,1,4,8,2,17.92818509,0.73536072,2.1
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,3,4,6,0,1,21.95178183,1.00951832,3.2
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,4,1,1,3,2,5.122655077,0.454466496,1.4
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,5,4,2,3,1,14.14264243,0.940503607,4.6
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,6,2,1,2,1,24.62094871,0.787772814,4.3
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,7,4,4,3,1,22.04036957,1.462323421,4.7
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,8,2,150,6,0,4.225437589,0.710618235,0.7
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,9,1,3,8,2,8.013291358,0.399919553,2.2
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,10,2,6,3,1,16.94819869,1.242029833,4.5
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,11,1,4,5,1,7.506563471,0.649479074,1.7
69,20141209,LY,1,69_20141209_1_LY,TRUE,FALSE,12,4,4,3,1,19.74041638,0.977651496,3.8
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,1,2,0,3,1,5.968406598,0.813151141,4.7
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,2,1,2,2,1,-1.010282922,0.63397108,4.3
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,3,4,0,3,0,15.47232667,1.396099605,3.9
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,4,1,0,3,0,-4.126396638,2.39649101,0.7
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,TRUE,5,4,5,5,1,12.49750722,0.808483399,2.7
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,6,2,0,3,0,8.352193859,0.766343565,4.5
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,7,4,15,3,1,-0.900243757,0.547442466,4.6
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,8,2,16,4,1,12.74008202,0.592430457,2.5
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,9,1,9,1,1,-1.318203292,0.327318206,0.8
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,10,2,8,5,3,0.042575906,0.344027303,1
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,11,1,0,2,1,-4.036488053,0.483042844,1.5
69,20141211,SAL,1,69_20141211_1_SAL,TRUE,FALSE,12,4,10,1,1,7.30851891,0.684685877,2.4
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,FALSE,1,2,5,0,2,9.735897903,0.599099511,1.1
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,FALSE,2,1,7,1,1,1.445414405,0.4870572,1.7
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,3,4,13,4,1,-1.14687822,0.826246186,2.2
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,FALSE,4,1,0,0,0,6.232647889,0.903956182,5
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,5,4,9,4,1,3.19627643,0.596977367,4
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,6,2,4,3,1,-7.604145992,0.801284175,3.3
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,7,4,1452,4,0,6.043657893,0.862069627,4.5
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,8,2,678,0,0,17.69773839,1.373554201,3.9
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,FALSE,9,1,66,0,1,-6.969544249,0.26566549,0.6
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,10,2,0,5,0,11.61599642,1.193635947,4.3
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,FALSE,11,1,0,0,0,2.071467478,2.046606821,3.1
71,20141212,SAL,1,71_20141212_1_SAL,FALSE,TRUE,12,4,0,0,0,0.819896355,0.823798742,3.7
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,1,2,14,6,7,-39.63530379,0.144678808,2.7
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,2,1,37,1,2,7.224766181,0.72509066,4.7
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,3,4,12,0,1,-20.16981467,0.122198033,0.4
71,20141216,LY,1,71_20141216_1_LY,FALSE,FALSE,4,1,21,3,1,6.893480863,0.930114049,0.1
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,5,4,6,1,4,-28.76882197,0.360393354,4.5
71,20141216,LY,1,71_20141216_1_LY,FALSE,FALSE,6,2,993,1,0,7.122735305,0.920837063,4.2
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,7,4,8,11,1,7.058256028,0.941180542,4.5
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,8,2,579,0,0,-20.38538618,0.315187666,0.7
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,9,1,0,0,1,-46.07516761,1.625037953,2.4
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,10,2,0,0,1,-7.820198703,0.940381877,1.2
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,11,1,56,2,4,1.320925389,1.140619053,3.6
71,20141216,LY,1,71_20141216_1_LY,FALSE,TRUE,12,4,22,8,1,-53.07054942,-0.44396843,3.2
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,1,2,4,0,3,28.42176727,1.013679543,4.3
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,2,1,1,0,3,13.49972433,1.210878371,0.9
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,3,4,5,2,1,49.55846876,2.082524781,4.3
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,4,1,3,0,7,17.06467078,0.902927722,4.1
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,5,4,1,0,1,24.63478306,1.514928227,3.8
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,6,2,2,0,2,18.38962278,0.93724016,2.1
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,7,4,2,0,1,26.18812749,1.087714925,4
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,8,2,2,0,2,18.74094754,0.955162594,1.7
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,9,1,1,0,1,9.521828913,0.678947011,1.2
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,10,2,0,0,1,3.6491582,2.16012333,3.6
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,11,1,1,1,2,11.73961147,1.868856037,4.5
72,20141210,LY,1,72_20141210_1_LY,TRUE,FALSE,12,4,,2,0,26.16541071,1.398001235,2.6
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,1,2,9,1,2,9.496384759,0.623157098,2.9
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,2,1,2,0,2,11.64552058,0.970121181,0.7
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,3,4,1,3,2,15.91549556,1.430129306,4.3
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,4,1,25,4,5,5.385177325,0.330590313,0.7
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,5,4,25,0,2,18.24063834,0.903111527,4.6
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,6,2,12,2,1,6.370671968,0.675889101,1.9
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,7,4,11,0,2,7.123850337,1.038678871,4.5
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,8,2,0,6,1,10.27115825,1.960362471,2.9
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,9,1,3,0,4,0.309126617,0.431352804,0.9
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,10,2,10,0,1,7.601120013,0.473693643,2.3
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,11,1,1,3,1,5.210484016,0.475057527,0.9
72,20141212,SAL,1,72_20141212_1_SAL,TRUE,FALSE,12,4,4,0,1,8.505644725,0.730096449,3.9
