Voltage,SAL,LY
-0.219438878,-0.00561937,-0.041732912
-0.216032064,-0.015079544,-0.053912043
-0.212625251,-0.0247575,-0.065096408
-0.209218437,-0.034281445,-0.074590265
-0.205811623,-0.043351014,-0.081746915
-0.20240481,-0.051715979,-0.086156086
-0.198997996,-0.059255908,-0.087830741
-0.195591182,-0.066107747,-0.087221913
-0.192184369,-0.072531314,-0.085086844
-0.188777555,-0.078729084,-0.082267953
-0.185370741,-0.084889682,-0.079495626
-0.181963928,-0.091088642,-0.077360947
-0.178557114,-0.097180536,-0.076377066
-0.175150301,-0.103036099,-0.076897814
-0.171743487,-0.108641162,-0.07899285
-0.168336673,-0.114031655,-0.082571752
-0.16492986,-0.11947956,-0.087599592
-0.161523046,-0.125502267,-0.094111209
-0.158116232,-0.132604138,-0.102158358
-0.154709419,-0.141233849,-0.111804212
-0.151302605,-0.151760737,-0.123044327
-0.147895792,-0.164335197,-0.135737248
-0.144488978,-0.178870002,-0.149624796
-0.141082164,-0.195031978,-0.164231069
-0.137675351,-0.212255028,-0.178693918
-0.134268537,-0.229909603,-0.191846852
-0.130861723,-0.247428253,-0.202471485
-0.12745491,-0.264295312,-0.209528754
-0.124048096,-0.280041047,-0.212421193
-0.120641283,-0.294310811,-0.211196859
-0.117234469,-0.306934163,-0.206554001
-0.113827655,-0.317851085,-0.199676475
-0.110420842,-0.327004414,-0.191923492
-0.107014028,-0.334308966,-0.184500694
-0.103607214,-0.339546205,-0.178342411
-0.100200401,-0.34237431,-0.174158783
-0.096793587,-0.342570335,-0.172382766
-0.093386774,-0.34007424,-0.173063811
-0.08997996,-0.334950565,-0.175994671
-0.086573146,-0.327572603,-0.180960966
-0.083166333,-0.318580395,-0.187833619
-0.079759519,-0.30862636,-0.196571314
-0.076352705,-0.298360875,-0.207187384
-0.072945892,-0.288393903,-0.219629748
-0.069539078,-0.279190658,-0.233718864
-0.066132265,-0.27118366,-0.249163243
-0.062725451,-0.264773813,-0.265452661
-0.059318637,-0.260191578,-0.281751234
-0.055911824,-0.25756738,-0.297040326
-0.05250501,-0.256997232,-0.310330637
-0.049098196,-0.258470934,-0.32078417
-0.045691383,-0.261861137,-0.327870172
-0.042284569,-0.266946161,-0.331471977
-0.038877756,-0.273432703,-0.331849685
-0.035470942,-0.280983284,-0.329553218
-0.032064128,-0.289201586,-0.325241696
-0.028657315,-0.297616776,-0.319459254
-0.025250501,-0.305685392,-0.312611554
-0.021843687,-0.312892688,-0.305104635
-0.018436874,-0.31891894,-0.297386324
-0.01503006,-0.323584817,-0.289879872
-0.011623246,-0.326726628,-0.282984783
-0.008216433,-0.328223908,-0.277111496
-0.004809619,-0.327904937,-0.272660167
-0.001402806,-0.325496954,-0.270009863
0.002004008,-0.320848588,-0.269455795
0.005410822,-0.313932629,-0.271064938
0.008817635,-0.304723648,-0.274655482
0.012224449,-0.293406789,-0.279846558
0.015631263,-0.280455191,-0.285945025
0.019038076,-0.266418316,-0.29185476
0.02244489,-0.251875592,-0.296270203
0.025851703,-0.237391816,-0.297940061
0.029258517,-0.223371761,-0.295816016
0.032665331,-0.2100688,-0.289227806
0.036072144,-0.197586632,-0.278021693
0.039478958,-0.185846149,-0.262513505
0.042885772,-0.174709923,-0.243331216
0.046292585,-0.16408683,-0.221198539
0.049699399,-0.153904893,-0.196744113
0.053106212,-0.144084179,-0.170495865
0.056513026,-0.134582423,-0.143004102
0.05991984,-0.125438833,-0.11487864
0.063326653,-0.116670485,-0.086735493
0.066733467,-0.108166884,-0.059214504
0.070140281,-0.099687755,-0.033024983
0.073547094,-0.090791142,-0.008929583
0.076953908,-0.080916051,0.012301891
0.080360721,-0.069675562,0.030042395
0.083767535,-0.056853802,0.043988103
0.087174349,-0.042304628,0.054110925
0.090581162,-0.026147035,0.060549063
0.093987976,-0.008777883,0.063740425
0.09739479,0.009353524,0.064537869
0.100801603,0.0277637,0.064023938
0.104208417,0.045981388,0.063270312
0.10761523,0.063650472,0.063208896
0.111022044,0.080401618,0.064516364
0.114428858,0.095859106,0.067599683
0.117835671,0.109828061,0.072720939
0.121242485,0.122229796,0.080104709
0.124649299,0.132988681,0.09003794
0.128056112,0.142084751,0.102931192
0.131462926,0.149587605,0.119173098
0.134869739,0.15566605,0.138885428
0.138276553,0.160575699,0.161818814
0.141683367,0.164608985,0.187403126
0.14509018,0.168062516,0.214857979
0.148496994,0.171231588,0.243329654
0.151903808,0.174458905,0.271987797
0.155310621,0.178074509,0.300043073
0.158717435,0.182225886,0.326841913
0.162124248,0.186943096,0.352012566
0.165531062,0.192268164,0.375371146
0.168937876,0.198209325,0.396740908
0.172344689,0.204840308,0.416037511
0.175751503,0.21238201,0.433386226
0.179158317,0.22098301,0.449028509
0.18256513,0.230662481,0.463258609
0.185971944,0.241375325,0.476433496
0.189378758,0.252810732,0.488898329
0.192785571,0.264375567,0.500985193
0.196192385,0.275464764,0.513111469
0.199599198,0.285543398,0.525741947
0.203006012,0.294213137,0.539302126
0.206412826,0.301367647,0.554165925
0.209819639,0.307171648,0.570564718
0.213226453,0.312008801,0.588445382
0.216633267,0.316436991,0.607444661
0.22004008,0.32100583,0.626980054
0.223446894,0.326122259,0.646426264
0.226853707,0.332059476,0.66530569
0.230260521,0.338996206,0.683332877
0.233667335,0.347004993,0.700362492
0.237074148,0.356026814,0.716447979
0.240480962,0.365978981,0.73188716
0.243887776,0.376853298,0.747004543
0.247294589,0.388685795,0.761921707
0.250701403,0.40162154,0.776622007
0.254108216,0.415891657,0.791049915
0.25751503,0.431575359,0.80506201
0.260921844,0.448615684,0.818446933
0.264328657,0.466936967,0.831004652
0.267735471,0.486288041,0.842573241
0.271142285,0.506257777,0.85316613
0.274549098,0.526455222,0.863166923
0.277955912,0.546441261,0.873285836
0.281362725,0.56577048,0.884347043
0.284769539,0.584166586,0.897102184
0.288176353,0.60142347,0.912024516
0.291583166,0.617349064,0.929125851
0.29498998,0.631874537,0.947926877
0.298396794,0.644988874,0.96759427
0.301803607,0.656675238,0.987213029
0.305210421,0.666992367,1.006043362
0.308617234,0.676110515,1.023570465
0.312024048,0.684309577,1.03943755
0.315430862,0.691952555,1.053498183
0.318837675,0.699439138,1.065897437
0.322244489,0.707203075,1.076926526
0.325651303,0.715729767,1.086815099
0.329058116,0.725572916,1.095709566
0.33246493,0.73723804,1.103674268
0.335871743,0.750996998,1.110666488
0.339278557,0.766963489,1.116644487
0.342685371,0.785199071,1.121669112
0.346092184,0.805614389,1.125905308
0.349498998,0.828051276,1.129739468
0.352905812,0.852412009,1.133943663
0.356312625,0.878525879,1.139592224
0.359719439,0.90616729,1.147820906
0.363126253,0.935163963,1.159608192
0.366533066,0.965215517,1.175538064
0.36993988,0.995844861,1.195634967
0.373346693,1.026584096,1.219377014
0.376753507,1.056972296,1.24583924
0.380160321,1.086573448,1.273977111
0.383567134,1.115139073,1.302935812
0.386973948,1.142622662,1.332132496
0.390380762,1.169174777,1.361159328
0.393787575,1.195181997,1.389766686
0.397194389,1.221152282,1.417891301
0.400601202,1.24758019,1.445532414
0.404008016,1.274922624,1.472622548
0.40741483,1.303604677,1.499063389
0.410821643,1.333982457,1.524750621
0.414228457,1.36627636,1.549564508
0.417635271,1.400609004,1.573475505
0.421042084,1.437080673,1.596621533
0.424448898,1.475787505,1.619283379
0.427855711,1.516923666,1.641955726
0.431262525,1.560766202,1.665426069
0.434669339,1.60746021,1.690638104
0.438076152,1.657030689,1.718478834
0.441482966,1.709428844,1.749628939
0.44488978,1.764343354,1.784410752
0.448296593,1.821270562,1.82271336
0.451703407,1.879753958,1.864062513
0.45511022,1.939332723,1.907749614
0.458517034,1.999542387,1.953024884
0.461923848,2.060042244,1.999297965
0.465330661,2.120534266,2.04616163
0.468737475,2.180747814,2.093268629
0.472144289,2.240551319,2.140279477
0.475551102,2.299872226,2.186868016
0.478957916,2.358632235,2.232623407
0.482364729,2.416820654,2.276986424
0.485771543,2.474501085,2.319350552
0.489178357,2.53179984,2.359164589
0.49258517,2.588917393,2.396039141
0.495991984,2.646126438,2.429903826
0.499398798,2.703764122,2.460991499
0.502805611,2.762191631,2.4896961
0.506212425,2.821769615,2.516627442
0.509619238,2.882775218,2.542738494
0.513026052,2.94525655,2.569220125
0.516432866,3.009077949,2.597290317
0.519839679,3.073999363,2.628024236
0.523246493,3.13964695,2.662164426
0.526653307,3.20569789,2.700030479
0.53006012,3.272027662,2.741595835
0.533466934,3.338509303,2.786603022
0.536873747,3.404961207,2.834705681
0.540280561,3.471229306,2.885572104
0.543687375,3.537021701,2.938810089
0.547094188,3.601896232,2.993813959
0.550501002,3.665455577,3.049748675
0.553907816,3.727308316,3.105665275
0.557314629,3.78702925,3.160592565
0.560721443,3.84426525,3.213600201
0.564128257,3.89875415,3.263848114
0.56753507,3.950385641,3.310578652
0.570941884,3.999256507,3.353180692
0.574348697,4.045520966,3.391323511
0.577755511,4.089262097,3.424894929
0.581162325,4.130510373,3.453853553
0.584569138,4.169268735,3.478322501
0.587975952,4.205469676,3.498710152
0.591382766,4.238920511,3.515577098
0.594789579,4.269376179,3.529488859
0.598196393,4.296645082,3.540983869
0.601603206,4.320624343,3.550513143
0.60501002,4.341401917,3.558427737
0.608416834,4.359225413,3.565042594
0.611823647,4.374260224,3.570661983
0.615230461,4.38658256,3.575629884
0.618637275,4.396233673,3.580342656
0.622044088,4.4030321,3.585061046
0.625450902,4.40662506,3.589716725
0.628857715,4.406723492,3.593939934
0.632264529,4.403069979,3.597162518
0.635671343,4.395474759,3.598655284
0.639078156,4.383960775,3.597609167
0.64248497,4.368652099,3.593257126
0.645891784,4.349718896,3.584934829
0.649298597,4.327476402,3.572184824
0.652705411,4.302298944,3.554874302
0.656112224,4.274530455,3.533087342
0.659519038,4.244514466,3.50696122
0.662925852,4.212551196,3.476765059
0.666332665,4.178864624,3.442985495
0.669739479,4.143643537,3.406209297
0.673146293,4.1070683,3.367040519
0.676553106,4.069321298,3.326115034
0.67995992,4.030598694,3.284069535
0.683366733,3.991134557,3.241561611
0.686773547,3.951121217,3.19933626
0.690180361,3.910557881,3.158166076
0.693587174,3.869316362,3.11876168
0.696993988,3.827239414,3.081716789
0.700400802,3.784099611,3.047366448
0.703807615,3.739776742,3.015661763
0.707214429,3.694418701,2.986202487
0.710621242,3.648249184,2.958330575
0.714028056,3.60152196,2.931231704
0.71743487,3.554570644,2.904091388
0.720841683,3.507546484,2.876208545
0.724248497,3.460339987,2.84700219
0.727655311,3.412805859,2.816077031
0.731062124,3.364810859,2.783321325
0.734468938,3.316263221,2.748782539
0.737875752,3.267221658,2.712468121
0.741282565,3.217856267,2.674354021
0.744689379,3.168449491,2.634413697
0.748096192,3.11944762,2.592548661
0.751503006,3.071325046,2.548655931
0.75490982,3.024438754,2.502798057
0.758316633,2.979011859,2.455274716
0.761723447,2.935139127,2.406678505
0.765130261,2.892762619,2.357944817
0.768537074,2.851643261,2.310244731
0.771943888,2.811455874,2.264795161
0.775350701,2.771930605,2.222671376
0.778757515,2.732895233,2.184572531
0.782164329,2.694365663,2.150667798
0.785571142,2.656531086,2.120636688
0.788977956,2.619519154,2.093798116
0.79238477,2.583389252,2.069291783
0.795791583,2.548187169,2.04629916
0.799198397,2.513710144,2.024145448
0.80260521,2.479505798,2.002264029
0.806012024,2.445123376,1.980242795
0.809418838,2.410136909,1.957919214
0.812825651,2.374197481,1.935245314
0.816232465,2.337148492,1.91206839
0.819639279,2.298903185,1.888124159
0.823046092,2.259422461,1.863088839
0.826452906,2.218852145,1.836594705
0.829859719,2.1774455,1.808359031
0.833266533,2.135444842,1.778293892
0.836673347,2.093083476,1.746488649
0.84008016,2.050552696,1.713290033
0.843486974,2.007986142,1.679429562
0.846893788,1.965518962,1.645913996
0.850300601,1.923368019,1.613784265
0.853707415,1.881868163,1.583932617
0.857114228,1.841420884,1.556917062
0.860521042,1.802443796,1.532836949
0.863927856,1.765253517,1.511362456
0.867334669,1.729889533,1.491853388
0.870741483,1.696198558,1.47360588
0.874148297,1.6640005,1.456136934
0.87755511,1.633077907,1.439215266
0.880961924,1.603316276,1.422708075
0.884368737,1.574822654,1.406547458
0.887775551,1.547723966,1.390745217
0.891182365,1.522127295,1.375237156
0.894589178,1.498174389,1.359717034
0.897995992,1.475790704,1.34366398
0.901402806,1.454624497,1.326442874
0.904809619,1.43426848,1.307425171
0.908216433,1.414262239,1.286161676
0.911623246,1.394090866,1.262433231
0.91503006,1.373353055,1.236213238
0.918436874,1.351836067,1.207790848
0.921843687,1.329575621,1.177877657
0.925250501,1.306881591,1.147426761
0.928657315,1.284186778,1.117378314
0.932064128,1.261924743,1.088524671
0.935470942,1.240496452,1.061395139
0.938877756,1.220192615,1.036205092
0.942284569,1.201087996,1.012927465
0.945691383,1.183017258,0.991400232
0.949098196,1.165715458,0.971500835
0.95250501,1.148963207,0.953315299
0.955911824,1.132632023,0.937074506
0.959318637,1.116782628,0.922952205
0.962725451,1.101630044,0.911004217
0.966132265,1.087296515,0.901191027
0.969539078,1.073813506,0.893297217
0.972945892,1.061180773,0.886858221
0.976352705,1.049120699,0.88120019
0.979759519,1.037095897,0.875493332
0.983166333,1.024611999,0.868883414
0.986573146,1.011262451,0.860734033
0.98997996,0.996770392,0.850688302
0.993386774,0.981085961,0.838562024
0.996793587,0.964259437,0.824407105
1.000200401,0.946418798,0.808603076
1.003607214,0.927852734,0.791695267
1.007014028,0.908849302,0.774209438
1.010420842,0.889568295,0.756607871
1.013827655,0.870130443,0.739236006
1.017234469,0.850680374,0.722309679
1.020641283,0.831395054,0.705998944
1.024048096,0.812492249,0.690486316
1.02745491,0.794224073,0.676034414
1.030861723,0.776869454,0.663042501
1.034268537,0.7607281,0.651908196
1.037675351,0.746124469,0.642797765
1.041082164,0.733296992,0.635591306
1.044488978,0.722199186,0.629954532
1.047895792,0.71255205,0.625372435
1.051302605,0.703986902,0.621199766
1.054709419,0.696024861,0.616744159
1.058116232,0.688243427,0.611295713
1.061523046,0.680457081,0.604234832
1.06492986,0.672556735,0.595242069
1.068336673,0.664477664,0.584291005
1.071743487,0.656263483,0.571477437
1.075150301,0.647852672,0.557050008
1.078557114,0.639047585,0.541486018
1.081963928,0.629702439,0.525344605
1.085370741,0.619670477,0.509121649
1.088777555,0.6087558,0.493237838
1.092184369,0.596823994,0.478014858
1.095591182,0.583840095,0.463699559
1.098997996,0.569951871,0.450555576
1.10240481,0.555596259,0.438865784
1.105811623,0.541385496,0.428914237
1.109218437,0.527910207,0.421002665
1.112625251,0.515628678,0.415343373
1.116032064,0.504803569,0.411870284
1.119438878,0.495440005,0.410170386
1.122845691,0.487251932,0.409548329
1.126252505,0.479785513,0.409151602
1.129659319,0.472603237,0.408133047
1.133066132,0.465374119,0.405761321
1.136472946,0.458013485,0.401447671
1.13987976,0.450697738,0.394836992
1.143286573,0.44360435,0.385903269
1.146693387,0.436846086,0.374806467
1.1501002,0.430504653,0.361696711
1.153507014,0.424421762,0.346744856
1.156913828,0.418208341,0.330189721
1.160320641,0.41146168,0.312282934
1.163727455,0.403762643,0.293329606
1.167134269,0.394749838,0.27374006
1.170541082,0.384269903,0.25395027
1.173947896,0.37226755,0.23442798
1.177354709,0.358749569,0.21578318
1.180761523,0.343874465,0.198738002
1.184168337,0.327822133,0.184025017
1.18757515,0.310678106,0.172294147
1.190981964,0.292486413,0.163904072
1.194388778,0.273285052,0.158734094
1.197795591,0.253161384,0.156212621
1.201202405,0.232319489,0.155462628
1.204609218,0.211082921,0.155473294
1.208016032,0.189867308,0.155290504
1.211422846,0.169140278,0.154100102
1.214829659,0.149397099,0.151189183
1.218236473,0.131037049,0.146014071
1.221643287,0.114155197,0.138336006
1.2250501,0.098593793,0.128111573
1.228456914,0.084110663,0.115279268
1.231863727,0.070381829,0.099762649
1.235270541,0.057138131,0.081527559
1.238677355,0.044322157,0.060558339
1.242084168,0.031939424,0.036912897
1.245490982,0.019987441,0.010801172
1.248897796,0.008465369,-0.017438718
1.252304609,-0.002826093,-0.047315948
1.255711423,-0.014279228,-0.078099737
1.259118236,-0.026274513,-0.108897413
1.26252505,-0.039211939,-0.13883462
1.265931864,-0.053498147,-0.167175717
1.269338677,-0.069372355,-0.193469172
1.272745491,-0.08686194,-0.217679727
1.276152305,-0.105748048,-0.240187195
1.279559118,-0.125554508,-0.261665844
1.282965932,-0.145732435,-0.282855884
1.286372745,-0.16582745,-0.304350695
1.289779559,-0.185515029,-0.326572069
1.293186373,-0.204624546,-0.349838879
1.296593186,-0.223189885,-0.374318061
1.3,-0.241473083,-0.39996383
1.3,-0.259863489,-0.426694793
1.296593186,-0.278743609,-0.45461444
1.293186373,-0.298418118,-0.484009279
1.289779559,-0.31896068,-0.51529554
1.286372745,-0.340200869,-0.548964838
1.282965932,-0.36200351,-0.585420937
1.279559118,-0.384333035,-0.624890157
1.276152305,-0.407178444,-0.667427428
1.272745491,-0.430701532,-0.712770937
1.269338677,-0.455200837,-0.760173199
1.265931864,-0.480904057,-0.808497319
1.26252505,-0.507957892,-0.856442599
1.259118236,-0.536310415,-0.902706174
1.255711423,-0.565550987,-0.946154083
1.252304609,-0.595078173,-0.985965451
1.248897796,-0.624220769,-1.021643019
1.245490982,-0.652205764,-1.052928192
1.242084168,-0.678302032,-1.079635238
1.238677355,-0.701919941,-1.101510034
1.235270541,-0.722542659,-1.118282918
1.231863727,-0.739719812,-1.129794134
1.228456914,-0.753065882,-1.135974939
1.2250501,-0.762206172,-1.136776072
1.221643287,-0.766780236,-1.132235173
1.218236473,-0.766503692,-1.122567596
1.214829659,-0.761219585,-1.108146148
1.211422846,-0.75087912,-1.089480183
1.208016032,-0.735582329,-1.067153093
1.204609218,-0.71569651,-1.041670141
1.201202405,-0.691749115,-1.013449161
1.197795591,-0.664267055,-0.982905327
1.194388778,-0.633825699,-0.950333617
1.190981964,-0.600987127,-0.915772065
1.18757515,-0.566227374,-0.87912724
1.184168337,-0.530092003,-0.840329577
1.180761523,-0.493155468,-0.799362054
1.177354709,-0.455883197,-0.756336474
1.173947896,-0.418788249,-0.711569562
1.170541082,-0.382462458,-0.665548523
1.167134269,-0.347420256,-0.618863122
1.163727455,-0.314147802,-0.572079433
1.160320641,-0.283110164,-0.525593912
1.156913828,-0.254624941,-0.479682883
1.153507014,-0.228842183,-0.434695455
1.1501002,-0.205677149,-0.391122197
1.146693387,-0.184739284,-0.349534844
1.143286573,-0.165487218,-0.31054718
1.13987976,-0.147425036,-0.274770713
1.136472946,-0.130185204,-0.242752088
1.133066132,-0.11356601,-0.214950554
1.129659319,-0.097565926,-0.191629282
1.126252505,-0.082365708,-0.172680154
1.122845691,-0.068155741,-0.157700931
1.119438878,-0.054977658,-0.146217408
1.116032064,-0.042722208,-0.137644093
1.112625251,-0.031083193,-0.131166154
1.109218437,-0.019622187,-0.125869533
1.105811623,-0.008062767,-0.120906791
1.10240481,0.003661632,-0.11554877
1.098997996,0.015495796,-0.10926652
1.095591182,0.027103802,-0.101786956
1.092184369,0.037899803,-0.093039543
1.088777555,0.047318019,-0.083079636
1.085370741,0.054884965,-0.071981641
1.081963928,0.060313572,-0.059744683
1.078557114,0.063622656,-0.046381334
1.075150301,0.064998705,-0.032110222
1.071743487,0.06473621,-0.017392153
1.068336673,0.063282353,-0.002820678
1.06492986,0.061062349,0.010959125
1.061523046,0.058329007,0.023313032
1.058116232,0.055211239,0.033685427
1.054709419,0.051796268,0.041632343
1.051302605,0.048208918,0.046904473
1.047895792,0.044659899,0.049536198
1.044488978,0.041428923,0.049728626
1.041082164,0.038833465,0.047689936
1.037675351,0.03721837,0.043730247
1.034268537,0.036966879,0.038363607
1.030861723,0.038390041,0.032153032
1.02745491,0.041512914,0.025566386
1.024048096,0.046103645,0.01898795
1.020641283,0.051815685,0.01272807
1.017234469,0.058175775,0.007061941
1.013827655,0.064724498,0.002310631
1.010420842,0.071193979,-0.001161338
1.007014028,0.07740167,-0.002979924
1.003607214,0.083235876,-0.002794293
1.000200401,0.088687746,-0.000416345
0.996793587,0.093619797,0.003996374
0.993386774,0.097732424,0.00990209
0.98997996,0.100757189,0.01650393
0.986573146,0.10244275,0.022943741
0.983166333,0.102571815,0.028484886
0.979759519,0.101083006,0.032602183
0.976352705,0.09804017,0.034996826
0.972945892,0.093641682,0.035674712
0.969539078,0.088301528,0.034967789
0.966132265,0.082550712,0.033284689
0.962725451,0.076873409,0.030873501
0.959318637,0.071632785,0.027911345
0.955911824,0.067037747,0.024614359
0.95250501,0.06311125,0.021140342
0.949098196,0.059697865,0.017567936
0.945691383,0.056628932,0.013990992
0.942284569,0.053892084,0.010524641
0.938877756,0.051621152,0.007340219
0.935470942,0.050108894,0.00474897
0.932064128,0.049738747,0.003138873
0.928657315,0.050725352,0.002885867
0.925250501,0.053090655,0.004339689
0.921843687,0.056724032,0.007705859
0.918436874,0.061209654,0.012858094
0.91503006,0.065897737,0.019285693
0.911623246,0.070179907,0.026233289
0.908216433,0.073521746,0.032956228
0.904809619,0.075556004,0.038910783
0.901402806,0.076234818,0.043740641
0.897995992,0.075690956,0.047180662
0.894589178,0.074143737,0.049110058
0.891182365,0.071924606,0.049636441
0.887775551,0.069310544,0.04891442
0.884368737,0.066413248,0.046912317
0.880961924,0.063261714,0.043459955
0.87755511,0.059860151,0.03839371
0.874148297,0.056240197,0.031624238
0.870741483,0.052517182,0.023211623
0.867334669,0.048887737,0.013392181
0.863927856,0.045609094,0.002533385
0.860521042,0.042987908,-0.008789367
0.857114228,0.041379743,-0.019676133
0.853707415,0.041073541,-0.029044767
0.850300601,0.042096715,-0.035892227
0.846893788,0.044261848,-0.039434939
0.843486974,0.047310028,-0.039246574
0.84008016,0.050906098,-0.035397521
0.836673347,0.054764249,-0.02845087
0.833266533,0.058762942,-0.019310017
0.829859719,0.062780849,-0.008948841
0.826452906,0.066685672,0.001832397
0.823046092,0.070404565,0.012440906
0.819639279,0.073719198,0.022399806
0.816232465,0.076256083,0.031355638
0.812825651,0.077689169,0.039135603
0.809418838,0.077703291,0.045616781
0.806012024,0.076004836,0.050535017
0.80260521,0.072474708,0.053494028
0.799198397,0.067178823,0.054062849
0.795791583,0.060390092,0.05188243
0.79238477,0.052611235,0.046811679
0.788977956,0.044401207,0.038948243
0.785571142,0.036227916,0.028561291
0.782164329,0.028493877,0.016181095
0.778757515,0.021567795,0.002691207
0.775350701,0.015718718,-0.010849673
0.771943888,0.011052703,-0.023452878
0.768537074,0.007622167,-0.034307506
0.765130261,0.005560626,-0.042889746
0.761723447,0.005066508,-0.049040382
0.758316633,0.006407042,-0.052909197
0.75490982,0.009820796,-0.054835479
0.751503006,0.01524767,-0.055125454
0.748096192,0.022354875,-0.053841893
0.744689379,0.030701824,-0.050883063
0.741282565,0.039645368,-0.046227937
0.737875752,0.048396754,-0.040016892
0.734468938,0.05624973,-0.03249972
0.731062124,0.062597219,-0.024096651
0.727655311,0.067002714,-0.015498941
0.724248497,0.069315758,-0.007610656
0.720841683,0.06954224,-0.001396323
0.71743487,0.067804568,0.002337452
0.714028056,0.064410335,0.003169447
0.710621242,0.059697403,0.001042504
0.707214429,0.053920015,-0.003890297
0.703807615,0.047325453,-0.011210353
0.700400802,0.040193373,-0.020143877
0.696993988,0.032859179,-0.029734181
0.693587174,0.025729718,-0.039071414
0.690180361,0.019222859,-0.047367962
0.686773547,0.013704904,-0.054030932
0.683366733,0.009475715,-0.058745117
0.67995992,0.006795463,-0.06145628
0.676553106,0.005806063,-0.062308499
0.673146293,0.006375777,-0.061508198
0.669739479,0.008193279,-0.059163723
0.666332665,0.010920619,-0.055335393
0.662925852,0.014153756,-0.050218828
0.659519038,0.017533754,-0.044178284
0.656112224,0.02087447,-0.037666226
0.652705411,0.023986435,-0.031201542
0.649298597,0.026619585,-0.025357075
0.645891784,0.028534699,-0.02070439
0.64248497,0.029371942,-0.017777891
0.639078156,0.028686644,-0.016984556
0.635671343,0.026146844,-0.018479352
0.632264529,0.02149271,-0.022248553
0.628857715,0.014548186,-0.028254513
0.625450902,0.005360399,-0.036312963
0.622044088,-0.005829889,-0.045953831
0.618637275,-0.018591147,-0.056558892
0.615230461,-0.032274622,-0.067521073
0.611823647,-0.046188942,-0.078264103
0.608416834,-0.05975037,-0.088290118
0.60501002,-0.072479748,-0.097226411
0.601603206,-0.083999907,-0.104785211
0.598196393,-0.094082845,-0.110736417
0.594789579,-0.102662169,-0.114877773
0.591382766,-0.109707078,-0.116998096
0.587975952,-0.115122388,-0.116979717
0.584569138,-0.118774354,-0.114948984
0.581162325,-0.120436729,-0.111265152
0.577755511,-0.119846043,-0.106410314
0.574348697,-0.116980857,-0.100909602
0.570941884,-0.112075777,-0.095267598
0.56753507,-0.105499732,-0.089933674
0.564128257,-0.097886573,-0.085315552
0.560721443,-0.090077194,-0.081717796
0.557314629,-0.082857425,-0.079250856
0.553907816,-0.076935167,-0.077962332
0.550501002,-0.07286794,-0.078021634
0.547094188,-0.07090025,-0.079623231
0.543687375,-0.071053847,-0.082831869
0.540280561,-0.073194149,-0.087624152
0.536873747,-0.077045253,-0.093918017
0.533466934,-0.082400211,-0.101526546
0.53006012,-0.089190791,-0.110196974
0.526653307,-0.097324994,-0.119630837
0.523246493,-0.106590402,-0.129428876
0.519839679,-0.116627355,-0.139122065
0.516432866,-0.126930181,-0.148211376
0.513026052,-0.136893142,-0.15614448
0.509619238,-0.14588963,-0.162430669
0.506212425,-0.153360362,-0.166849179
0.502805611,-0.158838907,-0.16949585
0.499398798,-0.162033288,-0.170678716
0.495991984,-0.162962191,-0.170776722
0.49258517,-0.161844047,-0.170101642
0.489178357,-0.158931731,-0.16884612
0.485771543,-0.154553907,-0.16713206
0.482364729,-0.14901604,-0.165019287
