RewardMagnitude,Time,R29_20130227_0_SAL,R34_20130301_0_SAL,R52_20130911_0_SAL,R54_20140619_0_SAL,R56_20140619_0_SAL,R57_20140618_0_SAL,R58_20140620_0_SAL,R69_20141211_0_SAL,R72_20141212_0_SAL,R29_20130227_1_SAL,R32_20130301_1_SAL,R34_20130301_1_SAL,R52_20130911_1_SAL,R54_20140619_1_SAL,R55_20140617_1_SAL,R57_20140618_1_SAL,R69_20141211_1_SAL,R72_20141212_1_SAL,R29_20130301_0_LY,R34_20130227_0_LY,R52_20130913_0_LY,R54_20140617_0_LY,R56_20140617_0_LY,R57_20140620_0_LY,R58_20140618_0_LY,R69_20141209_0_LY,R72_20141210_0_LY,R29_20130301_1_LY,R32_20130227_1_LY,R34_20130227_1_LY,R52_20130913_1_LY,R54_20140617_1_LY,R55_20140619_1_LY,R57_20140620_1_LY,R69_20141209_1_LY,R72_20141210_1_LY
2,7.8,0.215698536,-0.023355454,0.125252143,0.090633188,0.199573769,0.290687944,0.175940061,0.601881704,0.34143948,0.297245669,0.02810811,0.276244125,-0.303229896,0.222382969,0.328297638,0.286256018,0.106843314,0.368662421,0.003394499,0.275499309,0.119894962,0.089808015,-0.248203895,0.631157186,0.426031719,0.806847906,0.331085895,0.240146827,0.449509031,0.368797296,0.000548756,-0.122728718,0.528099022,0.797123689,0.380044733,0.374220066
2,7.9,0.156020913,-0.032616332,0.07430709,0.11271799,0.191456333,0.286092815,0.141513693,0.57598749,0.327732962,0.25336029,0.018406031,0.246148905,-0.405901998,0.218627038,0.338880207,0.268327938,0.084142522,0.328420432,0.031442569,0.220309437,0.085317723,0.090844319,-0.199932303,0.629888522,0.379206656,0.776175887,0.235755051,0.253972278,0.470869143,0.346273582,-0.030178259,-0.132924917,0.453198803,0.811423695,0.39539683,0.311590791
2,8,0.120251152,-0.031977504,0.082075465,0.147113812,0.170254267,0.25463011,0.171764214,0.572094572,0.3041442,0.217185416,-0.024267536,0.257407166,-0.439340477,0.303033393,0.217764169,0.225524621,0.073495004,0.300216582,0.0163266,0.231309135,0.04507695,0.112986213,-0.26045859,0.547917986,0.380049056,0.731029457,0.222227343,0.25228245,0.452680692,0.325783664,-0.034244958,-0.149113662,0.436709517,0.728453022,0.416298186,0.276688513
2,8.1,0.053179035,-0.059465007,0.104030756,0.079639578,0.151276368,0.224253022,0.241543151,0.544473444,0.315678183,0.183671983,-0.034739932,0.225689487,-0.457750475,0.247665137,0.213564959,0.226791376,0.06907008,0.246106217,0.028022682,0.24550606,0.059328522,0.085350502,-0.252003829,0.520629297,0.38107797,0.677135716,0.256751159,0.278352547,0.453959417,0.340743241,-0.000838204,-0.203700636,0.53031202,0.706380035,0.40355103,0.294662876
2,8.2,0.044229983,-0.064988393,0.107851464,0.043411741,0.118759913,0.110884146,0.250653516,0.562277398,0.172159949,0.170753253,-0.031337312,0.19069548,-0.446925875,0.198685675,0.227964778,0.170481676,0.084697621,0.116305918,-0.05674414,0.222414154,0.062343734,0.098044248,-0.247880854,0.534508523,0.363350524,0.691438267,0.13749246,0.275951009,0.437407276,0.342123477,0.019656431,-0.192277672,0.539995874,0.659593109,0.415771158,0.177962492
2,8.3,0.045052491,-0.08859282,0.123868267,0.005220813,0.07748553,-0.001866845,0.165123531,0.546346975,0.171207424,0.158650145,0.03504178,0.16711371,-0.391586558,0.026947541,0.258582078,0.082922216,0.098564905,0.131899177,-0.068108649,0.204823618,0.069539582,0.165649827,-0.263387974,0.495234595,0.314310412,0.664223618,0.10571813,0.294087058,0.465840054,0.328417196,0.053271626,-0.146869363,0.480419679,0.616564896,0.388204306,0.128646838
2,8.4,0.105666514,-0.082685228,0.12673213,0.010453557,0.037955825,-0.021382531,0.184913905,0.556408834,0.191595234,0.177921926,0.038492473,0.179920424,-0.360682413,0.045618665,0.249579693,0.105282899,0.114867201,0.150811072,-0.097074178,0.195027333,0.036322228,0.155859716,-0.293929301,0.503300892,0.335183409,0.658944889,0.30960352,0.264394823,0.442712525,0.321128744,0.066146402,-0.154299827,0.462966319,0.611959657,0.357798047,0.302198178
2,8.5,0.012841653,-0.074728965,0.109066425,-0.084650015,0.017483502,-0.021494342,0.111586542,0.553562682,0.134706708,0.094409318,0.080523311,0.163243391,-0.327558353,-0.206967661,0.26255946,0.130060702,0.134931196,0.110568342,-0.135382672,0.186274939,0.059017321,0.107485373,-0.273703644,0.445403636,0.270045167,0.648997232,0.293641356,0.253361395,0.424280465,0.32681089,0.05038037,-0.201634624,0.457202377,0.504712205,0.365095761,0.275717443
2,8.6,0.029014606,-0.060947621,0.110426646,-0.037608472,-0.000198591,-0.007104103,0.008056104,0.575488551,0.014075883,0.077398725,0.120344829,0.155340035,-0.352173367,-0.174715606,0.245953372,0.115295661,0.158551284,0.077784434,-0.199583004,0.145231196,0.016878623,0.108932969,-0.303510141,0.415674717,0.188936039,0.652835268,0.268616683,0.197957649,0.432094932,0.272189336,0.017927899,-0.190383129,0.471423506,0.472634949,0.350463803,0.225958849
2,8.7,0.089196224,-0.027073961,0.136431433,-0.058587558,-0.002884729,0.067455236,0.047878145,0.58151422,0.01497079,0.145734847,0.119016473,0.177897494,-0.351110566,-0.210099858,0.195752794,0.158591443,0.176434001,0.071901349,-0.147266782,0.128907002,0.02963657,0.086112269,-0.277703785,0.381230578,0.146288932,0.612424347,0.344201739,0.194129427,0.463458755,0.257928001,0.028444471,-0.181701923,0.465732687,0.455790109,0.341755386,0.275698467
2,8.8,0.024728157,-0.039986458,0.110361522,-0.001161938,-0.013238723,0.102232282,0.086751334,0.605510646,-0.054947911,0.123047318,0.090804398,0.164744484,-0.444474098,-0.050518242,0.249713355,0.177239534,0.180459411,-0.024669899,-0.079383189,0.158430062,0.064590905,0.018202028,-0.289193888,0.404244438,0.113884951,0.566115686,0.418995885,0.224975183,0.419869041,0.285776223,0.009895925,-0.214913039,0.490982396,0.500218017,0.32532095,0.27959834
2,8.9,-0.016322974,-0.051390097,0.112662338,-0.017519527,-0.039194276,0.088063418,0.060829755,0.640066149,-0.110030965,0.100424618,0.082878558,0.152227613,-0.45045683,-0.091424692,0.183079957,0.125700321,0.212658362,-0.064268312,-0.083954584,0.136929129,0.057424214,0.008719196,-0.26867781,0.407508334,0.08465454,0.519145218,0.311603029,0.230558851,0.399105688,0.279320846,0.012367121,-0.206344725,0.53280272,0.549245221,0.32834632,0.129856168
2,9,-0.011585145,-0.099082948,0.131824799,0.027854605,-0.081133494,0.084101624,0.092170332,0.607698922,-0.129626426,0.104242517,0.045251781,0.124560429,-0.485356447,0.076826737,0.306297356,0.110883031,0.177132815,-0.087364111,-0.166310138,0.001598007,0.011918691,-0.012819353,-0.266405009,0.515583671,0.106639504,0.524769707,0.318161318,0.207931568,0.410418446,0.174061,0.013440648,-0.191790631,0.534119444,0.691676524,0.32898475,0.113474668
2,9.1,-0.001985554,-0.098489058,0.136266224,-0.087579937,-0.099746149,0.035342564,0.071009925,0.55951019,-0.025865325,0.118367782,-0.011129805,0.124507955,-0.486908257,0.019861661,0.356096704,0.104128312,0.136336025,0.024949001,-0.147931526,-0.02823225,0.005507787,-0.023546917,-0.294828673,0.522974622,0.146161486,0.545753108,0.334641225,0.241905535,0.384990368,0.154679916,0.014511839,-0.200172012,0.522636943,0.654771488,0.351812078,0.186625702
2,9.2,-0.052124805,-0.068059099,0.162148612,-0.086333957,-0.07089717,0.0013586,-0.036580314,0.518322243,-0.025547867,0.079362999,-0.02005022,0.132430903,-0.513283094,0.006438097,0.329897218,0.066266889,0.118543655,0.012395503,-0.113908953,-0.00744471,-0.053057183,-0.046198544,-0.329448308,0.540379031,0.145533284,0.542133668,0.336523326,0.27956351,0.297826971,0.153794761,-0.009232447,-0.222478536,0.470387179,0.624813362,0.371373522,0.176320701
2,9.3,-0.005030621,-0.073721658,0.175411321,-0.179283241,-0.049095223,-0.056610081,-0.047577016,0.506118252,0.016041733,0.09724199,-0.098938094,0.120354644,-0.46686239,-0.110273447,0.179918645,0.029209172,0.137275744,0.081092602,-0.177334565,-0.106925423,-0.104605398,-0.002417557,-0.363494127,0.508576039,0.179700061,0.578824727,0.29854227,0.230077518,0.291753548,0.093981059,-0.020255282,-0.202919547,0.431033975,0.558025625,0.442776139,0.178827649
2,9.4,-0.056195859,-0.101094873,0.235778745,-0.215494844,-0.009713466,-0.059369397,-0.053434803,0.44785634,0.058020357,0.075884009,-0.099527795,0.086556401,-0.483485295,-0.084376644,0.182260891,0.057683705,0.096985931,0.109034734,-0.170544315,-0.1196829,-0.110366532,-0.01844372,-0.506162955,0.493252531,0.102431948,0.611781708,0.275463788,0.248815372,0.281765705,0.055920652,-0.040040088,-0.212391235,0.452848884,0.49208799,0.469725266,0.130948189
2,9.5,-0.023427592,-0.043332295,0.263154959,-0.210117979,0.027704928,-0.090477284,-0.088306534,0.472123526,0.08288794,0.096542866,-0.11420611,0.101722187,-0.502555043,-0.079774042,0.008416024,0.036728467,0.165207842,0.141597382,-0.091004214,-0.027430337,-0.05365629,0.027067883,-0.522256082,0.506889979,0.090807085,0.599009486,0.246432865,0.261005059,0.272964954,0.121706852,-0.006459812,-0.187544863,0.432950402,0.451946511,0.469340037,0.106002172
2,9.6,-0.065163282,-0.019629883,0.309524078,-0.147558619,0.009389801,-0.082881501,-0.088372716,0.468537704,0.062732371,0.04726843,-0.098362663,0.11179969,-0.46399332,-0.064148008,-0.04268024,0.039096501,0.195128737,0.086771748,-0.08806383,0.086069604,-0.056960697,0.036959768,-0.525279009,0.481848862,0.075934653,0.556523706,0.226586606,0.274630584,0.256278571,0.162141178,-0.023461206,-0.186202005,0.385075392,0.434334102,0.462186936,0.020829601
2,9.7,-0.075317386,0.068139248,0.215703204,-0.111435568,-0.027198743,-0.062091343,-0.077079686,0.485822303,0.037027909,0.013332137,-0.059264339,0.169861642,-0.489640985,-0.014021237,-0.018030702,0.08391433,0.216211562,0.075156873,-0.092857941,0.097796941,-0.051221976,0.059038107,-0.542646109,0.488173648,0.042549941,0.547452292,0.254588745,0.292766005,0.288128894,0.137672054,-0.016244984,-0.19188943,0.40631351,0.500247695,0.452944388,0.037176623
2,9.8,-0.122127371,0.137555808,0.212633456,-0.096573485,-0.064425888,-0.026805301,-0.101707241,0.435581969,0.045951992,-0.003492242,0.022717149,0.169729592,-0.525046364,0.034985924,-0.025966191,0.128115114,0.180380333,0.06821923,-0.134473204,0.151927862,-0.013218327,-0.015111849,-0.535951665,0.549750285,-0.00774888,0.490915483,0.220091336,0.266260723,0.262299407,0.147337352,0.007554647,-0.256761172,0.441166348,0.515530968,0.395966387,-0.049547617
2,9.9,-0.110200255,0.127118071,0.172148328,-0.101322342,-0.06298423,-0.032960123,-0.164616107,0.439392535,0.057297602,0.040105141,0.004753249,0.177158017,-0.543256941,-0.035079575,-0.027761036,0.107743186,0.209003071,0.098897968,-0.156910826,0.165181757,-0.011040924,-0.031830053,-0.451506306,0.51104046,0.076937976,0.45157266,0.230886622,0.263067476,0.264564785,0.161261763,-0.009713212,-0.240885514,0.342785654,0.454358117,0.376528588,-0.042190583
2,10,-0.07384642,0.152274288,0.157129082,-0.108705557,-0.085749594,-0.03666451,-0.184059756,0.428276407,0.097569731,0.076900831,-0.009610073,0.205030333,-0.506986549,-0.097106288,-0.005887773,0.12519781,0.15670312,0.120572346,-0.19316004,0.136239935,-0.031090437,-0.07582761,-0.441705405,0.442801851,0.052394695,0.438628454,0.231523965,0.236057594,0.256339098,0.124030134,-0.020154953,-0.281356905,0.309581007,0.418257001,0.360483958,-0.05564181
2,10.1,-0.003064069,0.149610101,0.121546698,-0.116579944,-0.05311517,-0.04763338,-0.157706625,0.536705198,-0.14391287,0.135460499,-0.021435332,0.197954682,-0.549177453,-0.134534513,-0.051850433,0.128634796,0.225943214,-0.070332453,-0.193472079,0.017212423,-0.033648553,-0.054233217,-0.430656003,0.392994865,-0.064218597,0.450230235,0.242439547,0.220243276,0.233170541,0.067064158,-0.006819611,-0.243910301,0.31584514,0.42048266,0.354566267,-0.080707201
2,10.2,0.033848998,0.023186409,0.186292797,-0.136820151,-0.010557811,-0.06746675,-0.097709944,0.446380913,-0.133488107,0.192103564,-0.039170799,0.107042907,-0.545897637,-0.214593122,-0.151009095,0.104682505,0.170787676,-0.05318351,-0.265483982,-0.068997996,-0.00757954,-0.041658549,-0.434166032,0.361802599,-0.050236672,0.416231283,0.216117768,0.136417514,0.205704957,0.021512085,-0.023984922,-0.167830786,0.351135861,0.366484501,0.315109524,-0.105997733
2,10.3,0.089680163,-0.045855391,0.194779364,-0.092820293,-0.002716139,-0.077398674,-0.061458664,0.501036205,-0.153158886,0.205814401,-0.076024898,0.135752288,-0.539602916,-0.118709823,-0.142972301,0.078812626,0.198621798,-0.06425033,-0.246154723,-0.156368545,-0.013686857,0.023494309,-0.418939644,0.301587147,-0.067238301,0.468727355,0.193016281,0.1409341,0.185597831,-0.02760702,-0.040914305,-0.057421312,0.312600461,0.353921951,0.332631434,-0.070138444
2,10.4,0.133256459,0.031333552,0.17681756,-0.083432499,-0.031416314,-0.07816604,-0.002600484,0.534654679,-0.186163339,0.159698028,-0.064701167,0.168265456,-0.546365171,-0.105181982,-0.168640336,0.081539284,0.224831691,-0.099570487,-0.20948432,-0.133466569,-0.026678351,0.011632796,-0.425740047,0.284220264,-0.082512183,0.471797848,0.181510764,0.134990786,0.222975906,-0.030579243,-0.037052166,-0.127772791,0.296938518,0.358588861,0.314423949,-0.077259863
2,10.5,0.123406232,0.006259712,0.181968351,-0.069539881,-0.008556306,-0.079609397,0.043846605,0.50723983,-0.187262517,0.150736422,-0.043546455,0.148345228,-0.542052829,-0.005072081,-0.211064113,0.06728191,0.244369754,-0.098624382,-0.190808216,-0.148288118,-0.065569827,0.051293875,-0.452081542,0.308026273,-0.083164,0.47781534,0.238828347,0.128220143,0.220054307,-0.039884197,-0.070189911,-0.067724106,0.356941033,0.391416456,0.299069189,-0.010554014
2,10.6,0.148006104,-0.008705024,0.17925495,-0.070362615,0.002363232,-0.089753541,0.06370773,0.386135698,0.043356161,0.22505634,-0.057344673,0.127248926,-0.540754914,-0.015070661,-0.219245562,0.054845753,0.165057763,0.038943728,-0.243415626,-0.300114802,-0.06806487,-0.012513727,-0.466188806,0.380420876,0.080697479,0.434983801,0.224333616,0.078257135,0.222521204,-0.143953127,-0.07999768,-0.110494173,0.420096583,0.426976353,0.282182357,-0.002325964
2,10.7,0.068390829,0.030568233,0.186950731,-0.065401171,-0.040392347,-0.099443345,0.039663774,0.429978898,0.103118993,0.147294034,-0.060515766,0.14696384,-0.568553837,0.060378927,-0.157392682,0.052768633,0.182468358,0.102526679,-0.237124593,-0.292707549,-0.082632367,-0.045993622,-0.472783612,0.357180355,0.094462018,0.450626923,0.199961356,0.088260039,0.249469352,-0.132625286,-0.117085908,-0.15893903,0.325995183,0.404891656,0.286493547,0.023267987
2,10.8,0.01492862,0.046377133,0.202721706,-0.086737206,-0.056794755,-0.131332818,0.00717874,0.357481082,0.164452857,0.093033732,-0.030840578,0.147204413,-0.594402809,-0.035571497,-0.146768632,0.029512344,0.15228639,0.148634596,-0.327652207,-0.235094106,-0.108117294,-0.118073889,-0.476050954,0.373625331,0.111530183,0.405383374,0.233866457,0.111810824,0.305797529,-0.108333585,-0.128331281,-0.253909019,0.240333964,0.409365281,0.268657563,0.042366417
2,10.9,0.010616908,0.050239181,0.160529163,-0.112304297,-0.074118111,-0.161189822,-0.047394356,0.287489574,0.189142933,0.119027698,-0.027219882,0.127453565,-0.602530249,-0.0711528,-0.040706295,0.040640685,0.140184963,0.157463271,-0.309840862,-0.279874405,-0.155198762,-0.083122688,-0.468556617,0.366916617,0.044452238,0.434547331,0.222171907,0.130873254,0.277393546,-0.139248668,-0.154140219,-0.176445326,0.233790639,0.437870498,0.290636821,0.05705208
2,11,0.015576122,0.043190357,0.120569799,-0.121158175,-0.09815498,-0.169550389,-0.073457615,0.242549466,0.185479817,0.165117806,-0.009584659,0.10205212,-0.668802577,-0.15805425,0.032270826,0.056167447,0.087822387,0.160953442,-0.304688071,-0.264779412,-0.154615064,-0.154820855,-0.459169724,0.378224898,0.11293834,0.402671628,0.208102472,0.168564046,0.29651909,-0.129104037,-0.162440773,-0.246665167,0.25658954,0.486866549,0.286268409,0.013295933
2,11.1,-0.027842414,0.091434611,0.090040751,-0.115926733,-0.138510768,-0.172032651,-0.08889306,0.235896357,0.215079451,0.104611888,0.010027909,0.147454753,-0.699520613,-0.138377239,0.032810005,0.061154186,0.113566909,0.223582787,-0.282023323,-0.182419956,-0.163292464,-0.141885621,-0.451728028,0.368513629,0.082489479,0.401382218,0.187187866,0.193269064,0.313143805,-0.043528831,-0.155658009,-0.257970071,0.203402472,0.461602004,0.288372919,-0.006687994
2,11.2,0.069303636,0.105092688,0.017916534,-0.140496289,-0.172702577,-0.175413087,-0.133157944,0.204658868,0.175329849,0.089891199,-0.018084024,0.149411195,-0.692245015,-0.157996694,-0.024745718,0.077924145,0.086799844,0.171463323,-0.261941462,-0.166019771,-0.118332753,-0.142158264,-0.451469363,0.403692867,0.131103843,0.378652926,0.209203106,0.173171903,0.400158154,-0.047990808,-0.131088363,-0.284888897,0.216363997,0.510827309,0.297720132,-0.033165559
2,11.3,0.091040998,0.114941141,-0.025828286,-0.177706627,-0.165016904,-0.171469617,-0.157506418,0.172471755,0.105595075,0.142497873,-0.024449008,0.124713603,-0.714821716,-0.175489373,-0.041560589,0.108026186,0.066692094,0.123439697,-0.183414792,-0.190668367,-0.140220346,-0.126433803,-0.449272889,0.380443986,0.112206857,0.335349291,0.187649318,0.123643666,0.357217485,-0.052503702,-0.132755011,-0.268724529,0.288494223,0.50835769,0.236051599,-0.069992446
2,11.4,0.052167391,0.111123159,0.030587234,-0.212732645,-0.159641738,-0.17594473,-0.145613738,0.199850158,0.091951362,0.129225201,-0.064817822,0.142955188,-0.721976844,-0.185818934,-0.217019355,0.089691913,0.074362566,0.123135131,-0.20586368,-0.217035845,-0.087694402,-0.150482707,-0.438711045,0.409451239,0.156341143,0.370662508,0.200415991,0.097031492,0.316072237,-0.079143918,-0.108039694,-0.307260288,0.247267579,0.512672192,0.298446306,-0.125007034
2,11.5,0.05891671,0.097375988,0.056542733,-0.222749175,-0.167453112,-0.191793299,-0.106098775,0.31260827,0.095396125,0.104521075,-0.058290802,0.131528133,-0.739908847,-0.213454667,-0.288441455,0.092832943,0.180790234,0.124206158,-0.181802365,-0.211166377,-0.083184313,-0.118566726,-0.44305121,0.343766708,0.051749367,0.433903227,0.239226103,0.102546018,0.396658291,-0.074079973,-0.086706258,-0.301000582,0.128174605,0.43609122,0.314428542,-0.113014105
2,11.6,0.05535956,0.162829504,0.05211899,-0.278953172,-0.178801701,-0.202041901,-0.170088883,0.262399839,0.072241209,0.069141415,-0.053201269,0.109409421,-0.729983021,-0.267038382,-0.30277652,0.113597302,0.142108942,0.113386716,-0.175474903,-0.193024547,-0.066123503,-0.084793202,-0.461171363,0.310484556,-0.000108696,0.431374192,0.24686985,0.107294144,0.38222606,-0.103230865,-0.07213806,-0.182861778,0.048340489,0.463409431,0.288533623,-0.120869384
2,11.7,-0.009344165,0.131988994,0.075758736,-0.273281765,-0.16342847,-0.181537182,-0.177866784,0.335818011,0.051271035,0.114188377,-0.040711375,0.084901157,-0.736075512,-0.281416032,-0.296705617,0.123683396,0.176009894,0.100547071,-0.186945642,-0.185480417,-0.1124678,-0.076643955,-0.473177603,0.268495711,-0.080157527,0.48857511,0.203935038,0.119113944,0.295167756,-0.089863861,-0.064317158,-0.17652797,0.027429178,0.398950757,0.308619555,-0.153160027
2,11.8,0.000694619,0.116531826,0.107016064,-0.246511172,-0.149969508,-0.210742756,-0.208625199,0.392116041,0.093442795,0.137382643,-0.075342656,0.084753198,-0.739728216,-0.233013397,-0.318177298,0.125072342,0.236368407,0.126284126,-0.180959205,-0.181677611,-0.122768961,-0.079475605,-0.493225515,0.280448944,-0.050763705,0.512217994,0.177390877,0.127752701,0.320874483,-0.088499146,-0.037274911,-0.198310317,0.019646449,0.408396141,0.340547621,-0.173847432
2,11.9,0.02881951,0.111574718,0.06789345,-0.233115639,-0.163147779,-0.220786996,-0.215238112,0.360511863,0.112419616,0.161743367,-0.043552579,0.073867777,-0.736934497,-0.231100797,-0.242609682,0.143295541,0.188295158,0.134674902,-0.198952418,-0.151100024,-0.116496832,-0.06018952,-0.524652581,0.291131609,-0.074620043,0.44972555,0.17599244,0.109749892,0.344144828,-0.049591748,-0.024364706,-0.181625642,-0.007283431,0.405823128,0.27053364,-0.136853211
2,12,0.033007847,0.117718886,0.060802405,-0.247808271,-0.176133022,-0.232510994,-0.264096035,0.305498707,0.102659427,0.187588212,-0.074984355,0.073795416,-0.715663849,-0.164991438,-0.274245893,0.160918323,0.155336227,0.11990824,-0.23203077,-0.186714962,-0.129390636,-0.075926738,-0.546208228,0.382583339,-0.024196596,0.433105947,0.06693933,0.064661827,0.254359464,-0.081585313,0.033398372,-0.209950093,0.055980886,0.450358562,0.29674959,-0.201055621
2,12.1,0.045480748,0.025031581,0.05249466,-0.25836797,-0.174252499,-0.199604702,-0.265418149,0.364050641,0.111236751,0.228039186,-0.087692296,0.051439424,-0.739919767,-0.168030953,-0.243729143,0.191769737,0.195430308,0.108572565,-0.220519464,-0.131980701,-0.165167952,-0.127411876,-0.53125071,0.42364744,0.01541047,0.463230614,0.031173165,0.074573836,0.19148836,-0.041362654,0.014650774,-0.36458845,0.106365819,0.454124066,0.3343765,-0.207775379
2,12.2,0.104060166,0.013998427,0.054554526,-0.282284537,-0.202156451,-0.246633883,-0.203060439,0.323260791,0.100153063,0.262309865,-0.085956593,0.040756693,-0.755412574,-0.195127769,-0.246047792,0.168654399,0.219146271,0.095497729,-0.218911704,-0.184654855,-0.213279527,-0.154424255,-0.550992123,0.500294551,0.072629068,0.419774425,0.013482346,0.073879769,0.176865881,-0.059510436,-0.003041836,-0.383608036,0.107130732,0.542309763,0.330298381,-0.242357751
2,12.3,0.144107274,-0.023090994,0.045014056,-0.297897217,-0.21400838,-0.256976545,-0.142999998,0.310888419,0.087204783,0.293403093,-0.065864678,-0.016483353,-0.747991833,-0.212745231,-0.245349745,0.168763415,0.192745185,0.07874184,-0.238116893,-0.193549186,-0.192932439,-0.145664621,-0.563093136,0.495726292,0.037597859,0.470530744,0.010150912,0.05442656,0.169045991,-0.078925138,-0.016733038,-0.351014288,0.095622038,0.543744351,0.384376475,-0.23795556
2,12.4,0.108273326,-0.012007811,0.032192821,-0.290286534,-0.209641849,-0.257845311,-0.096395974,0.317258688,0.075932626,0.269682063,-0.050323139,-0.022776201,-0.778543323,-0.198103948,-0.228580904,0.175785665,0.222895342,0.052985862,-0.248332232,-0.174981928,-0.227084316,-0.170626016,-0.535068995,0.477132533,0.084060339,0.470020605,-0.066051687,0.074126783,0.178002387,-0.07709837,-0.036316573,-0.401340526,0.124523917,0.549559395,0.360563491,-0.320879969
2,12.5,0.08616862,-0.003900219,0.030107337,-0.305877472,-0.225349145,-0.277149909,-0.092639391,0.239165808,0.089242108,0.254876446,-0.020488391,-0.022243289,-0.756462744,-0.253190037,-0.216513798,0.153869139,0.175627807,0.073750135,-0.238515602,-0.161397386,-0.214795979,-0.153002049,-0.521959993,0.459875898,0.094473251,0.439074388,-0.106044076,0.087309837,0.105854689,-0.063411603,-0.116243208,-0.383491395,0.138233008,0.56510485,0.328814371,-0.340867
2,12.6,0.099558412,-0.009432959,0.031479763,-0.298428381,-0.244961733,-0.340788945,-0.091959922,0.206161411,0.100399974,0.26103292,-0.027924627,-0.020906804,-0.75754209,-0.257113087,-0.273532885,0.10032659,0.138033283,0.096171296,-0.247572377,-0.240820388,-0.201397931,-0.114004262,-0.536673107,0.44020846,0.113132271,0.444991452,-0.097561399,0.068694699,0.154548641,-0.138122152,-0.112466166,-0.314070481,0.091842536,0.55153308,0.329525204,-0.333554226
2,12.7,0.056517824,5.21E-05,0.028336091,-0.303147437,-0.232879611,-0.331501837,-0.128871459,0.20505816,0.144270927,0.236278599,-0.025519797,-0.022620219,-0.73141572,-0.238919739,-0.286459801,0.102257513,0.11280266,0.138777028,-0.296735686,-0.18795667,-0.142953893,-0.092719007,-0.522700666,0.423543256,0.07227515,0.44548026,-0.081792991,0.036202308,0.089998242,-0.125914723,-0.067522835,-0.31319841,0.165997705,0.535425404,0.343220386,-0.28877679
2,12.8,0.03622462,0.063194513,0.001643785,-0.317293533,-0.262032142,-0.330423157,-0.133428542,0.165461649,0.141101567,0.202686966,-0.02856609,0.029766076,-0.747305953,-0.258769789,-0.303048279,0.101505325,0.106921593,0.140281479,-0.279813579,-0.220712457,-0.127676187,-0.107200341,-0.532339328,0.403104623,0.110244252,0.380736644,-0.079847415,0.072022527,0.150499358,-0.149727845,-0.062206688,-0.350143267,0.155642543,0.528167202,0.292883331,-0.285467456
2,12.9,0.035282255,0.048838595,0.000964382,-0.333566937,-0.296168504,-0.350620218,-0.176267138,0.143383355,0.129433303,0.205245374,-0.038510054,0.020146708,-0.711949881,-0.278681824,-0.330605893,0.091946355,0.086844356,0.132367397,-0.267339568,-0.235095527,-0.048289028,-0.088934027,-0.540487044,0.413920985,0.083758156,0.36642401,0.014806077,0.06510739,0.132361379,-0.137006301,-0.036643904,-0.348510742,0.159047043,0.539007662,0.316929969,-0.161221718
2,13,0.046004528,0.021252407,-0.024852067,-0.329005754,-0.284375668,-0.340386901,-0.20617669,0.076384935,0.121157649,0.223254593,-0.059895754,0.00200365,-0.741008171,-0.274843155,-0.346888258,0.111964454,0.021686941,0.102018405,-0.267098472,-0.250099064,-0.042383885,-0.125669565,-0.544964809,0.350720448,0.076961502,0.368159438,0.072842628,0.063516755,0.11516025,-0.152578567,-0.030938503,-0.375004812,0.077266601,0.483979872,0.31555238,-0.101316509
2,13.1,0.035406121,0.035068688,-0.0167259,-0.311755219,-0.288910754,-0.351752802,-0.208089459,-0.011128587,0.117737397,0.21091158,-0.046128844,-0.014718582,-0.735996469,-0.227969971,-0.345189383,0.124840092,-0.023882044,0.090134708,-0.27067022,-0.206989774,-0.02007701,-0.211879279,-0.550248564,0.357459217,0.032806591,0.335707975,0.07714792,0.07005971,0.083679889,-0.087540177,-0.022364372,-0.464810882,0.03691385,0.493878458,0.299801025,-0.091673362
2,13.2,0.020745749,0.047117031,-0.032581817,-0.323707466,-0.295165347,-0.349612585,-0.184715737,-0.055309845,0.091639831,0.19612448,-0.061234072,-0.010539232,-0.763281426,-0.234074737,-0.340954415,0.137539594,-0.037590019,0.077913766,-0.238372308,-0.222412533,-0.018771487,-0.231637823,-0.549986019,0.335486946,0.079632142,0.311395048,0.037502262,0.097387483,0.148218605,-0.084889427,-0.04695472,-0.469022289,-0.078858162,0.498677249,0.27839645,-0.151585745
2,13.3,-0.020902533,0.025195762,-0.011376765,-0.348870947,-0.275401687,-0.338704669,-0.183109142,-0.054796881,0.081575455,0.172881045,-0.070611925,-0.025914289,-0.717837503,-0.262151744,-0.323575353,0.164073638,-0.050027939,0.061978617,-0.225225287,-0.209874457,-0.010094746,-0.261834753,-0.546654533,0.346503126,0.040653294,0.284370418,0.033475423,0.106621704,0.066372291,-0.077356006,-0.056263881,-0.482166899,-0.091261119,0.502589421,0.249087427,-0.153877616
2,13.4,-0.018342269,0.010453513,-0.003627597,-0.331803486,-0.256298172,-0.368464575,-0.189826659,-0.070521765,0.095709348,0.1708462,-0.069321564,-0.046624724,-0.712317112,-0.252640451,-0.373512623,0.144980895,-0.086739478,0.080560299,-0.239749473,-0.223166259,-0.073967499,-0.310144804,-0.571855784,0.240281624,0.025913709,0.232851367,-0.049805312,0.107662951,0.082453794,-0.077983845,-0.078926211,-0.45865545,-0.108604958,0.389571043,0.233659002,-0.253273194
