day,session,room,Subj,Feeding,Amph,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2,3,53,32,Food Dep,5,1339.795434,961.445458,712.403094,564.080575,525.12172,325.795854,625.541254,843.09698,1206.478077,555.858035,178.263979,441.579142,842.792196,1024.952654,1234.789504,1811.259641,2568.465327,3391.172854,3215.31032,3161.608917,3038.406547,3040.729121,2899.316479,3096.20537,3003.982596,2859.818158,2768.096694,2570.770227,2666.321168,2687.599005,2796.750148,2676.450269,2661.163798,2737.003947,2524.389048,2425.865914
2,3,53,33,Food Dep,2.5,1401.829239,766.86966,355.12662,946.346856,625.38231,321.256065,649.730988,989.362756,1282.840154,844.557444,1163.166933,249.432052,1065.271419,1212.441757,1271.284591,1418.730947,1312.692306,1540.621057,1505.830924,1381.669608,1433.446095,1489.447548,1464.616469,1254.337836,1239.149918,1102.590581,1112.945084,1030.417167,953.303447,1155.050164,1231.496004,879.831138,1021.48823,839.203637,913.112017,1016.85892
2,3,53,34,Food Dep,1,1414.301337,985.884312,766.535501,864.207492,459.405884,997.864496,1231.737645,353.817478,412.622649,175.518527,100.979108,158.133135,1584.331749,1963.956015,1805.802238,1977.886521,2134.317627,1952.660363,1869.330404,1834.653252,1915.942201,1972.43328,2116.023264,2093.945095,1506.939087,1997.511666,1406.030258,1786.923844,1805.95425,1560.34759,2033.703345,1331.158977,1462.800085,1388.929388,1665.562845,1629.51897
2,3,53,83,Ad Lib,2.5,1510.883114,711.997454,388.432102,600.926218,462.700419,186.450413,223.810483,514.899507,465.516434,176.985958,158.895139,206.149136,385.117816,239.178009,434.552799,480.043176,381.39648,776.563189,660.108548,798.668549,856.195926,1030.482854,1042.130224,1082.936375,1017.375916,887.57229,756.843722,801.940765,869.482681,798.504587,904.727751,885.670435,915.118048,1089.273588,882.545374,1006.999664
2,3,53,84,Ad Lib,0,1757.058993,1205.312363,791.965869,423.578379,1034.330544,1202.761533,352.434757,176.561403,216.252057,242.308118,189.22563,248.575823,890.915252,1413.016918,597.875788,187.081042,158.732023,168.328469,161.454447,183.924544,143.808659,145.557238,140.270859,142.570799,193.72299,182.665686,165.122379,157.773812,159.830658,148.124362,167.728363,154.733483,450.849433,283.135865,184.806929,185.057235
2,3,53,85,Ad Lib,5,1881.156762,1115.646481,1033.214829,889.282141,1013.690056,1047.112591,637.933244,887.533175,644.244062,667.381579,597.29723,590.529101,1817.974013,1595.11846,1658.4932,1249.593436,1123.915741,1197.91457,1324.746055,1219.292329,1192.900872,1094.410293,1118.501254,1105.181567,1082.745049,1076.743485,909.378964,973.520421,1017.944336,960.791818,1015.982321,1009.619404,985.208391,1047.794528,1375.583103,1382.160305
2,3,53,86,Ad Lib,1,1817.628777,1084.295368,790.516763,438.988442,393.259343,311.01232,1038.955639,1118.716139,946.455148,259.370122,160.762955,838.166429,841.091822,907.510793,1041.213749,1252.025582,1079.453052,1152.500558,1074.37232,903.688132,1058.068805,657.416857,715.38659,810.63059,611.249602,725.065918,548.952385,624.316082,634.25102,583.323223,691.241431,633.55284,589.23951,603.097218,575.449973,659.395933
2,3,53,35,Food Dep,5,1564.847916,1290.769981,1102.884129,470.810539,508.770231,727.541359,265.827385,265.435321,329.189217,794.603707,690.51326,299.859677,533.327082,965.15619,1308.456147,1701.645819,1944.324621,1922.127699,1920.555859,1831.303583,1836.992441,1781.61105,1603.681341,1245.511631,1157.972393,886.470796,871.571093,691.679071,720.223523,765.529307,850.15168,924.790448,860.722389,922.503787,1007.65902,917.618134
2,3,53,36,Food Dep,0,2122.124777,1430.477089,1167.947109,637.376417,735.218978,627.640759,306.252558,1066.575596,529.49309,993.572208,668.140766,594.989389,580.525179,192.001134,202.827941,232.430768,754.747964,383.235661,671.708997,661.47527,193.654392,210.761313,238.084456,235.176598,380.955789,264.441291,372.70763,892.571395,467.191035,222.701574,252.863519,557.326505,595.957345,313.490586,266.691015,224.673476
2,3,53,37,Food Dep,2.5,1503.867075,1100.82704,757.49868,1107.477741,166.154328,170.560225,193.536539,198.922455,120.395432,150.516884,213.32066,168.741218,1695.302292,1757.645904,1416.362557,1705.964319,1990.157472,2554.623245,2843.71822,3135.588781,3209.0062,3105.923672,3072.456841,3215.585927,2782.758334,2404.65374,2069.928839,2077.711966,1370.514228,1333.585043,1664.88159,997.135113,1319.336727,966.730134,1172.721065,793.164634
2,3,57,87,Ad Lib,2.5,1736.852675,914.543736,594.453779,327.356635,147.202927,13.821698,14.667305,458.238121,251.195887,34.563189,134.491625,7.117532,1123.358262,924.691707,1179.062304,1128.590663,1542.64519,1909.770736,1826.359837,1781.890238,1578.288158,1786.14151,1778.495756,1520.386366,1508.298015,1273.904108,1380.353337,1167.435706,1310.159232,999.868827,1134.893349,1083.477317,955.956149,1013.278958,889.978298,915.746639
2,3,57,88,Ad Lib,2.5,1309.87348,644.936188,355.874974,464.799088,461.002196,71.008018,17.134144,18.141558,31.291006,16.406063,12.698831,335.854528,661.083136,843.336707,691.400215,985.313954,1544.232476,1748.025098,1994.945102,2413.77515,2358.047852,1939.723608,1663.928304,1935.885749,1642.163908,1483.622159,1518.648397,1602.179416,1692.452202,1549.692933,1302.831494,1411.511939,1378.237421,1412.287742,1383.464514,1215.705068
2,3,57,89,Ad Lib,0,1782.605129,976.499309,876.398992,862.405372,196.956268,960.633145,281.050022,41.806682,864.579764,1075.292925,689.55122,911.620251,161.345937,314.073556,613.412252,738.776688,919.966306,635.060478,597.423666,665.164471,301.338879,33.380308,998.065036,169.465779,10.757017,23.25159,15.47419,17.186717,16.593718,986.525793,680.58724,201.029921,7.462215,10.943957,12.316941,16.284277
2,3,57,90,Ad Lib,1,1076.820086,374.775843,512.603412,57.19104,496.985821,321.515824,259.514429,322.282681,41.516731,28.327469,16.619516,20.413054,638.305609,796.552573,668.083221,651.58302,798.318572,986.877329,1046.458295,1118.385902,1068.864162,1035.701455,984.715771,1014.326279,1005.918775,797.299383,728.8762,798.650621,773.638534,655.27654,670.238587,508.595359,685.806478,457.559123,491.27047,536.590602
2,3,57,38,Food Dep,5,927.808444,510.326663,491.82422,174.214142,480.523764,16.17851,223.278472,336.686977,39.11674,70.91647,20.592642,437.796928,1190.118265,1403.04648,1387.413933,1045.231859,747.387914,455.903274,306.251282,251.286412,211.874893,168.79573,126.138551,135.601335,146.508894,185.967889,221.454705,258.638478,266.488309,300.55207,325.702158,275.770883,229.937213,219.040714,203.82887,145.544202
2,3,57,39,Food Dep,2.5,768.29196,366.32962,288.989562,13.897828,307.611268,240.652476,16.256564,70.671603,494.040039,50.673594,402.063771,387.502682,385.843014,1075.514031,900.348369,928.994045,958.653519,1058.378119,1146.383366,1298.162666,1408.39093,1554.618723,1602.808206,1606.955511,1632.384944,1673.765394,1425.633873,1788.024123,1574.803573,1822.648244,1492.327611,1604.089731,1400.695315,1440.388834,1005.839846,1244.458782
2,3,57,40,Food Dep,0,1452.138572,684.972911,765.582631,470.970885,268.270123,259.262438,464.343834,139.653962,16.022876,15.184076,767.532907,251.478156,201.057723,341.972305,12.210287,26.156299,537.461195,94.662374,56.991265,17.460334,12.903967,98.168483,38.721322,21.760124,11.398529,21.449206,652.390995,185.489782,84.889372,102.388068,436.578658,371.258373,347.761607,445.727442,119.865452,121.25302
2,3,57,41,Food Dep,1,1054.77806,921.006525,695.481132,509.350632,72.645755,418.452118,281.431279,17.928727,19.953993,252.333246,306.004705,111.492729,308.644115,630.249456,911.71287,906.55098,1041.287541,975.558548,1046.760838,879.435716,809.662318,797.382222,653.787089,887.250674,808.240989,742.387816,787.6457,541.332473,686.535462,746.211196,632.080262,835.159584,505.074147,472.817247,364.939034,695.647226
2,3,57,91,Ad Lib,1,1248.237847,777.064958,550.493871,197.034488,146.469713,89.892457,66.970036,562.502558,255.948554,325.099473,127.863751,230.430696,174.054064,377.275265,643.205834,590.698606,750.256045,878.772218,805.214699,825.94503,861.014207,791.593264,457.830957,752.931245,701.413131,323.74613,394.556814,628.158937,466.375985,411.824052,259.639825,73.949113,26.937431,164.826238,88.537816,36.801321
2,3,57,92,Ad Lib,5,1523.249279,730.299904,634.578963,753.389838,379.111067,39.538179,18.037596,94.553072,31.020779,16.743159,321.877384,713.055808,714.057904,1018.313364,1332.328226,2481.490265,2424.319071,1488.082681,917.73728,711.954324,512.165924,444.556437,415.483215,318.89466,364.712267,421.079726,320.927167,314.54028,372.39975,440.169345,534.493978,615.402052,587.06719,776.032029,678.654949,967.832983
2,3,57,93,Ad Lib,5,1177.993999,905.845155,528.276702,538.699937,83.1922,642.519273,76.962716,493.376771,382.786447,34.054549,12.198604,15.964585,1133.515287,963.465631,1015.8555,773.366733,797.961608,319.546868,291.547235,312.925705,261.88998,191.38315,232.77527,296.434255,427.016483,502.771194,536.026275,581.062561,611.043143,638.145166,623.059401,648.630425,614.752023,583.2116,603.157549,555.529046
2,3,57,42,Food Dep,0,1378.509138,735.780917,440.423701,272.845798,18.423411,17.16189,39.188268,21.289894,111.232494,763.031109,359.082012,109.733359,427.389623,17.311441,391.994302,217.897597,191.09965,16.511585,14.573716,19.968541,10.737823,20.835296,20.451745,49.561626,18.140273,18.301248,17.250643,47.042291,503.052004,78.983463,14.183853,18.889317,32.894463,263.252988,579.932618,203.492556
2,3,57,43,Food Dep,5,1377.571862,680.079321,413.332939,382.13667,414.744472,235.101496,107.635826,102.489827,406.673428,228.433217,300.542855,204.490655,834.557938,1238.803806,972.364377,1328.282404,1499.016633,2207.928979,2551.247871,2469.909026,2388.860687,2126.2637,1413.782337,1010.037147,835.013238,698.660021,874.277752,760.013538,809.218223,676.619413,720.620763,683.884683,766.660241,687.765403,699.253765,1039.089638
2,3,57,44,Food Dep,2.5,1463.130299,597.61364,298.522862,34.406117,10.166714,9.845779,16.054729,247.132645,13.911687,13.232927,12.47071,38.50431,406.52741,625.428353,1291.437512,1262.843423,1271.460181,1303.381414,1265.881128,1384.598545,1428.457465,1418.045881,1556.124359,1760.245023,1474.374226,1533.271074,1445.939732,1412.205077,1468.406691,1401.330482,1389.025258,1123.595669,1370.077588,1076.369979,1006.883345,1005.504788
2,3,57,45,Food Dep,1,1403.315249,795.577602,388.865206,140.836289,127.456431,11.749417,12.242806,18.773067,341.674914,692.20128,164.308968,80.34322,566.676678,914.562479,1012.012329,723.80776,707.005901,813.746818,635.104143,795.965482,678.886574,747.199913,665.286457,511.29025,398.109848,405.966069,575.807959,702.406444,324.765155,620.666888,603.631809,640.358381,397.602163,453.57152,322.253328,550.959412
