Experiment,Group,Subject,Stage,Period,Day,MagEntries
SKR064,Sham,4,Acq,PreCS,Day 3,0.666666667
SKR064,Sham,4,Acq,PreCS,Day 4,0.876666667
SKR064,Sham,4,Acq,PreCS,Day 5,1.253333333
SKR064,Sham,4,Acq,PreCS,Day 6,2.066666667
SKR064,Sham,4,Acq,PreCS,Day 7,2.71
SKR064,Sham,4,Acq,CS,Day 1,3.92
SKR064,Sham,4,Acq,CS,Day 2,5.98
SKR064,Sham,4,Acq,CS,Day 3,6.583333333
SKR064,Sham,4,Acq,CS,Day 4,6.063333333
SKR064,Sham,4,Acq,CS,Day 5,6.27
SKR064,Sham,4,Acq,CS,Day 6,8
SKR064,Sham,4,Acq,CS,Day 7,8.416666667
SKR064,Sham,4,Acq,CSPre,Day 1,1.65
SKR064,Sham,4,Acq,CSPre,Day 2,4.98
SKR064,Sham,4,Acq,CSPre,Day 3,5.91
SKR064,Sham,4,Acq,CSPre,Day 4,5.18
SKR064,Sham,4,Acq,CSPre,Day 5,5.02
SKR064,Sham,4,Acq,CSPre,Day 6,5.93
SKR064,Sham,4,Acq,CSPre,Day 7,5.71
SKR064,Sham,5,Acq,PreCS,Day 1,1.563333333
SKR064,Sham,5,Acq,PreCS,Day 2,1.44
SKR064,Sham,5,Acq,PreCS,Day 3,1.52
SKR064,Sham,5,Acq,PreCS,Day 4,1.166666667
SKR064,Sham,5,Acq,PreCS,Day 5,0.813333333
SKR064,Sham,5,Acq,PreCS,Day 6,1.583333333
SKR064,Sham,5,Acq,PreCS,Day 7,2.146666667
SKR064,Sham,5,Acq,CS,Day 1,2.706666667
SKR064,Sham,5,Acq,CS,Day 2,5.166666667
SKR064,Sham,5,Acq,CS,Day 3,3.936666667
SKR064,Sham,5,Acq,CS,Day 4,3.126666667
SKR064,Sham,5,Acq,CS,Day 5,4.603333333
SKR064,Sham,5,Acq,CS,Day 6,7.73
SKR064,Sham,5,Acq,CS,Day 7,7.643333333
SKR064,Sham,5,Acq,CSPre,Day 1,1.15
SKR064,Sham,5,Acq,CSPre,Day 2,3.73
SKR064,Sham,5,Acq,CSPre,Day 3,2.42
SKR064,Sham,5,Acq,CSPre,Day 4,1.96
SKR064,Sham,5,Acq,CSPre,Day 5,3.79
SKR064,Sham,5,Acq,CSPre,Day 6,6.15
SKR064,Sham,5,Acq,CSPre,Day 7,5.49
SKR064,Sham,6,Acq,PreCS,Day 1,2.083333333
SKR064,Sham,6,Acq,PreCS,Day 2,0.96
SKR064,Sham,6,Acq,PreCS,Day 3,1.166666667
SKR064,Sham,6,Acq,PreCS,Day 4,1.23
SKR064,Sham,6,Acq,PreCS,Day 5,3.5
SKR064,Sham,6,Acq,PreCS,Day 6,4.543333333
SKR064,Sham,6,Acq,PreCS,Day 7,4.02
SKR064,Sham,6,Acq,CS,Day 1,4.19
SKR064,Sham,6,Acq,CS,Day 2,3.126666667
SKR064,Sham,6,Acq,CS,Day 3,7.976666667
SKR064,Sham,6,Acq,CS,Day 4,8.813333333
SKR064,Sham,6,Acq,CS,Day 5,8.793333333
SKR064,Sham,6,Acq,CS,Day 6,11.29333333
SKR064,Sham,6,Acq,CS,Day 7,11.52333333
SKR064,Sham,6,Acq,CSPre,Day 1,2.11
SKR064,Sham,6,Acq,CSPre,Day 2,2.17
SKR064,Sham,6,Acq,CSPre,Day 3,6.81
SKR064,Sham,6,Acq,CSPre,Day 4,7.58
SKR064,Sham,6,Acq,CSPre,Day 5,5.29
SKR064,Sham,6,Acq,CSPre,Day 6,6.75
SKR064,Sham,6,Acq,CSPre,Day 7,7.5
SKR064,Sham,7,Acq,PreCS,Day 1,2.21
SKR064,Sham,7,Acq,PreCS,Day 2,1.563333333
SKR064,Sham,7,Acq,PreCS,Day 3,1.543333333
SKR064,Sham,7,Acq,PreCS,Day 4,1.313333333
SKR064,Sham,7,Acq,PreCS,Day 5,1.27
SKR064,Sham,7,Acq,PreCS,Day 6,3.25
SKR064,Sham,7,Acq,PreCS,Day 7,1.75
SKR064,Sham,7,Acq,CS,Day 1,3.73
SKR064,Sham,7,Acq,CS,Day 2,6.25
SKR064,Sham,7,Acq,CS,Day 3,7.273333333
SKR064,Sham,7,Acq,CS,Day 4,5.896666667
SKR064,Sham,7,Acq,CS,Day 5,4.67
SKR064,Sham,7,Acq,CS,Day 6,14.02
SKR064,Sham,7,Acq,CS,Day 7,18.71
SKR064,Sham,7,Acq,CSPre,Day 1,1.52
SKR064,Sham,7,Acq,CSPre,Day 2,4.69
SKR064,Sham,7,Acq,CSPre,Day 3,5.73
SKR064,Sham,7,Acq,CSPre,Day 4,4.59
SKR064,Sham,7,Acq,CSPre,Day 5,3.4
SKR064,Sham,7,Acq,CSPre,Day 6,10.77
SKR064,Sham,7,Acq,CSPre,Day 7,16.96
SKR064,Sham,8,Acq,PreCS,Day 1,2.5
SKR064,Sham,8,Acq,PreCS,Day 2,2.54
SKR064,Sham,8,Acq,PreCS,Day 3,3.103333333
SKR064,Sham,8,Acq,PreCS,Day 4,4.106666667
SKR064,Sham,8,Acq,PreCS,Day 5,3.77
SKR064,Sham,8,Acq,PreCS,Day 6,6.313333333
SKR064,Sham,8,Acq,PreCS,Day 7,9.29
SKR064,Sham,8,Acq,CS,Day 1,4.773333333
SKR064,Sham,8,Acq,CS,Day 2,6.5
SKR064,Sham,8,Acq,CS,Day 3,9.876666667
SKR064,Sham,8,Acq,CS,Day 4,14.29
SKR064,Sham,8,Acq,CS,Day 5,12.77333333
SKR064,Sham,8,Acq,CS,Day 6,18.37666667
SKR064,Sham,8,Acq,CS,Day 7,16.27
SKR064,Sham,8,Acq,CSPre,Day 1,2.27
SKR064,Sham,8,Acq,CSPre,Day 2,3.96
SKR064,Sham,8,Acq,CSPre,Day 3,6.78
SKR064,Sham,8,Acq,CSPre,Day 4,10.18
SKR064,Sham,8,Acq,CSPre,Day 5,9
SKR064,Sham,8,Acq,CSPre,Day 6,12.07
SKR064,Sham,8,Acq,CSPre,Day 7,6.98
SKR073,Sham,1,Acq,PreCS,Day 1,1.583333333
SKR073,Sham,1,Acq,PreCS,Day 2,1.186666667
SKR073,Sham,1,Acq,PreCS,Day 3,1.313333333
SKR073,Sham,1,Acq,PreCS,Day 4,1.686666667
SKR073,Sham,1,Acq,PreCS,Day 5,2.92
SKR073,Sham,1,Acq,PreCS,Day 6,2.773333333
SKR073,Sham,1,Acq,PreCS,Day 7,2.066666667
SKR073,Sham,1,Acq,CS,Day 1,3.253333333
SKR073,Sham,1,Acq,CS,Day 2,5.98
SKR073,Sham,1,Acq,CS,Day 3,8.44
SKR073,Sham,1,Acq,CS,Day 4,6.336666667
SKR073,Sham,1,Acq,CS,Day 5,9.27
SKR073,Sham,1,Acq,CS,Day 6,8.793333333
SKR073,Sham,1,Acq,CS,Day 7,13.94
SKR073,Sham,1,Acq,CSPre,Day 1,1.67
SKR073,Sham,1,Acq,CSPre,Day 2,4.79
SKR073,Sham,1,Acq,CSPre,Day 3,7.13
SKR073,Sham,1,Acq,CSPre,Day 4,4.65
SKR073,Sham,1,Acq,CSPre,Day 5,6.35
SKR073,Sham,1,Acq,CSPre,Day 6,6.02
SKR073,Sham,1,Acq,CSPre,Day 7,11.87
SKR073,Sham,3,Acq,PreCS,Day 1,1.376666667
SKR073,Sham,3,Acq,PreCS,Day 2,2.04
SKR073,Sham,3,Acq,PreCS,Day 3,1.253333333
SKR073,Sham,3,Acq,PreCS,Day 4,1.71
SKR073,Sham,3,Acq,PreCS,Day 5,1.17
SKR073,Sham,3,Acq,PreCS,Day 6,1.67
SKR073,Sham,3,Acq,PreCS,Day 7,0.813333333
SKR073,Sham,3,Acq,CS,Day 1,1.563333333
SKR073,Sham,3,Acq,CS,Day 2,4.92
SKR073,Sham,3,Acq,CS,Day 3,6.023333333
SKR073,Sham,3,Acq,CS,Day 4,8.503333333
SKR073,Sham,3,Acq,CS,Day 5,4.503333333
SKR073,Sham,3,Acq,CS,Day 6,3.73
SKR073,Sham,3,Acq,CS,Day 7,2.19
SKR073,Sham,3,Acq,CSPre,Day 1,0.18
SKR073,Sham,3,Acq,CSPre,Day 2,2.88
SKR073,Sham,3,Acq,CSPre,Day 3,4.77
SKR073,Sham,3,Acq,CSPre,Day 4,6.79
SKR073,Sham,3,Acq,CSPre,Day 5,3.33
SKR073,Sham,3,Acq,CSPre,Day 6,2.06
SKR073,Sham,3,Acq,CSPre,Day 7,1.38
SKR073,Sham,5,Acq,PreCS,Day 1,1.5
SKR073,Sham,5,Acq,PreCS,Day 2,0.356666667
SKR073,Sham,5,Acq,PreCS,Day 3,0.23
SKR073,Sham,5,Acq,PreCS,Day 4,0.816666667
SKR073,Sham,5,Acq,PreCS,Day 5,1
SKR073,Sham,5,Acq,PreCS,Day 6,1.543333333
SKR073,Sham,5,Acq,PreCS,Day 7,4.146666667
SKR073,Sham,5,Acq,CS,Day 1,4.15
SKR073,Sham,5,Acq,CS,Day 2,2.73
SKR073,Sham,5,Acq,CS,Day 3,3.146666667
SKR073,Sham,5,Acq,CS,Day 4,5.896666667
SKR073,Sham,5,Acq,CS,Day 5,8.23
SKR073,Sham,5,Acq,CS,Day 6,7.896666667
SKR073,Sham,5,Acq,CS,Day 7,7.416666667
SKR073,Sham,5,Acq,CSPre,Day 1,2.65
SKR073,Sham,5,Acq,CSPre,Day 2,2.37
SKR073,Sham,5,Acq,CSPre,Day 3,2.92
SKR073,Sham,5,Acq,CSPre,Day 4,5.08
SKR073,Sham,5,Acq,CSPre,Day 5,7.23
SKR073,Sham,5,Acq,CSPre,Day 6,6.36
SKR073,Sham,5,Acq,CSPre,Day 7,3.27
SKR073,Sham,7,Acq,PreCS,Day 1,1.94
SKR073,Sham,7,Acq,PreCS,Day 2,1.42
SKR073,Sham,7,Acq,PreCS,Day 3,0.94
SKR073,Sham,7,Acq,PreCS,Day 4,2.46
SKR073,Sham,7,Acq,PreCS,Day 5,4.5
SKR073,Sham,7,Acq,PreCS,Day 6,4.77
SKR073,Sham,7,Acq,PreCS,Day 7,2.083333333
SKR073,Sham,7,Acq,CS,Day 1,3.88
SKR073,Sham,7,Acq,CS,Day 2,5.106666667
SKR073,Sham,7,Acq,CS,Day 3,4.79
SKR073,Sham,7,Acq,CS,Day 4,8.416666667
SKR073,Sham,7,Acq,CS,Day 5,13.35666667
SKR073,Sham,7,Acq,CS,Day 6,14.16666667
SKR073,Sham,7,Acq,CS,Day 7,13.44
SKR073,Sham,7,Acq,CSPre,Day 1,1.94
SKR073,Sham,7,Acq,CSPre,Day 2,3.69
SKR073,Sham,7,Acq,CSPre,Day 3,3.85
SKR073,Sham,7,Acq,CSPre,Day 4,5.96
SKR073,Sham,7,Acq,CSPre,Day 5,8.86
SKR073,Sham,7,Acq,CSPre,Day 6,9.4
SKR073,Sham,7,Acq,CSPre,Day 7,11.36
SKR073,Sham,10,Acq,PreCS,Day 1,2.793333333
SKR073,Sham,10,Acq,PreCS,Day 2,1.65
SKR073,Sham,10,Acq,PreCS,Day 3,1.25
SKR073,Sham,10,Acq,PreCS,Day 4,2.23
SKR073,Sham,10,Acq,PreCS,Day 5,3.293333333
SKR073,Sham,10,Acq,PreCS,Day 6,3.043333333
SKR073,Sham,10,Acq,PreCS,Day 7,3.46
SKR073,Sham,10,Acq,CS,Day 1,3.896666667
SKR073,Sham,10,Acq,CS,Day 2,5.21
SKR073,Sham,10,Acq,CS,Day 3,6.356666667
SKR073,Sham,10,Acq,CS,Day 4,5.46
SKR073,Sham,10,Acq,CS,Day 5,8.75
SKR073,Sham,10,Acq,CS,Day 6,9.48
SKR073,Sham,10,Acq,CS,Day 7,6.833333333
SKR073,Sham,10,Acq,CSPre,Day 1,1.11
SKR073,Sham,10,Acq,CSPre,Day 2,3.56
SKR073,Sham,10,Acq,CSPre,Day 3,5.11
SKR073,Sham,10,Acq,CSPre,Day 4,3.23
SKR073,Sham,10,Acq,CSPre,Day 5,5.46
SKR073,Sham,10,Acq,CSPre,Day 6,6.44
SKR073,Sham,10,Acq,CSPre,Day 7,3.37
SKR073,Sham,12,Acq,PreCS,Day 1,2.106666667
SKR073,Sham,12,Acq,PreCS,Day 2,1.146666667
SKR073,Sham,12,Acq,PreCS,Day 3,0.503333333
SKR073,Sham,12,Acq,PreCS,Day 4,2.586666667
SKR073,Sham,12,Acq,PreCS,Day 5,1.166666667
SKR073,Sham,12,Acq,PreCS,Day 6,0.563333333
SKR073,Sham,12,Acq,PreCS,Day 7,0.583333333
SKR073,Sham,12,Acq,CS,Day 1,3.65
SKR073,Sham,12,Acq,CS,Day 2,2.976666667
SKR073,Sham,12,Acq,CS,Day 3,3.583333333
SKR073,Sham,12,Acq,CS,Day 4,4.65
SKR073,Sham,12,Acq,CS,Day 5,4.06
SKR073,Sham,12,Acq,CS,Day 6,2.793333333
SKR073,Sham,12,Acq,CS,Day 7,2.646666667
SKR073,Sham,12,Acq,CSPre,Day 1,1.54
SKR073,Sham,12,Acq,CSPre,Day 2,1.83
SKR073,Sham,12,Acq,CSPre,Day 3,3.08
SKR073,Sham,12,Acq,CSPre,Day 4,2.06
SKR073,Sham,12,Acq,CSPre,Day 5,2.89
SKR073,Sham,12,Acq,CSPre,Day 6,2.23
SKR073,Sham,12,Acq,CSPre,Day 7,2.07
SKR073,Sham,14,Acq,PreCS,Day 1,2.396666667
SKR073,Sham,14,Acq,PreCS,Day 2,2.313333333
SKR073,Sham,14,Acq,PreCS,Day 3,1.063333333
SKR073,Sham,14,Acq,PreCS,Day 4,0.813333333
SKR073,Sham,14,Acq,PreCS,Day 5,1.856666667
SKR073,Sham,14,Acq,PreCS,Day 6,1.19
SKR073,Sham,14,Acq,PreCS,Day 7,1.606666667
SKR073,Sham,14,Acq,CS,Day 1,3.146666667
SKR073,Sham,14,Acq,CS,Day 2,4.23
SKR073,Sham,14,Acq,CS,Day 3,2.626666667
SKR073,Sham,14,Acq,CS,Day 4,3.916666667
SKR073,Sham,14,Acq,CS,Day 5,4.69
SKR073,Sham,14,Acq,CS,Day 6,3.353333333
SKR073,Sham,14,Acq,CS,Day 7,3.106666667
SKR073,Sham,14,Acq,CSPre,Day 1,0.75
SKR073,Sham,14,Acq,CSPre,Day 2,1.92
SKR073,Sham,14,Acq,CSPre,Day 3,1.57
SKR073,Sham,14,Acq,CSPre,Day 4,3.11
SKR073,Sham,14,Acq,CSPre,Day 5,2.83
SKR073,Sham,14,Acq,CSPre,Day 6,2.16
SKR073,Sham,14,Acq,CSPre,Day 7,1.5
SKR073,Sham,16,Acq,PreCS,Day 1,1.523333333
SKR073,Sham,16,Acq,PreCS,Day 2,1.583333333
SKR073,Sham,16,Acq,PreCS,Day 3,1.25
SKR073,Sham,16,Acq,PreCS,Day 4,2.56
SKR073,Sham,16,Acq,PreCS,Day 5,1.71
SKR073,Sham,16,Acq,PreCS,Day 6,1.416666667
SKR073,Sham,16,Acq,PreCS,Day 7,2.396666667
SKR073,Sham,16,Acq,CS,Day 1,2.543333333
SKR073,Sham,16,Acq,CS,Day 2,4.083333333
SKR073,Sham,16,Acq,CS,Day 3,5.543333333
SKR073,Sham,16,Acq,CS,Day 4,6.396666667
SKR073,Sham,16,Acq,CS,Day 5,4.353333333
SKR073,Sham,16,Acq,CS,Day 6,2.083333333
SKR073,Sham,16,Acq,CS,Day 7,1.336666667
SKR073,Sham,16,Acq,CSPre,Day 1,1.02
SKR073,Sham,16,Acq,CSPre,Day 2,2.5
SKR073,Sham,16,Acq,CSPre,Day 3,4.29
SKR073,Sham,16,Acq,CSPre,Day 4,3.84
SKR073,Sham,16,Acq,CSPre,Day 5,2.64
SKR073,Sham,16,Acq,CSPre,Day 6,0.66
SKR073,Sham,16,Acq,CSPre,Day 7,-1.06
SKR073,Sham,17,Acq,PreCS,Day 1,1.92
SKR073,Sham,17,Acq,PreCS,Day 2,1.123333333
SKR073,Sham,17,Acq,PreCS,Day 3,0.793333333
SKR073,Sham,17,Acq,PreCS,Day 4,1.126666667
SKR073,Sham,17,Acq,PreCS,Day 5,3.066666667
SKR073,Sham,17,Acq,PreCS,Day 6,2.21
SKR073,Sham,17,Acq,PreCS,Day 7,2.313333333
SKR073,Sham,17,Acq,CS,Day 1,3.79
SKR073,Sham,17,Acq,CS,Day 2,3.46
SKR073,Sham,17,Acq,CS,Day 3,3.643333333
SKR073,Sham,17,Acq,CS,Day 4,3.94
SKR073,Sham,17,Acq,CS,Day 5,4.94
SKR073,Sham,17,Acq,CS,Day 6,7.313333333
SKR073,Sham,17,Acq,CS,Day 7,7.126666667
SKR073,Sham,17,Acq,CSPre,Day 1,1.87
SKR073,Sham,17,Acq,CSPre,Day 2,2.34
SKR073,Sham,17,Acq,CSPre,Day 3,2.85
SKR073,Sham,17,Acq,CSPre,Day 4,2.81
SKR073,Sham,17,Acq,CSPre,Day 5,1.87
SKR073,Sham,17,Acq,CSPre,Day 6,5.1
SKR073,Sham,17,Acq,CSPre,Day 7,4.82
SKR073,Sham,19,Acq,PreCS,Day 1,2.19
SKR073,Sham,19,Acq,PreCS,Day 2,1.44
SKR073,Sham,19,Acq,PreCS,Day 3,1.086666667
SKR073,Sham,19,Acq,PreCS,Day 4,1.416666667
SKR073,Sham,19,Acq,PreCS,Day 5,1.44
SKR073,Sham,19,Acq,PreCS,Day 6,1.75
SKR073,Sham,19,Acq,PreCS,Day 7,3.086666667
SKR073,Sham,19,Acq,CS,Day 1,4.19
SKR073,Sham,19,Acq,CS,Day 2,4.836666667
SKR073,Sham,19,Acq,CS,Day 3,3.853333333
SKR073,Sham,19,Acq,CS,Day 4,4.396666667
SKR073,Sham,19,Acq,CS,Day 5,4.813333333
SKR073,Sham,19,Acq,CS,Day 6,5.666666667
SKR073,Sham,19,Acq,CS,Day 7,6.813333333
SKR073,Sham,19,Acq,CSPre,Day 1,2
SKR073,Sham,19,Acq,CSPre,Day 2,3.4
SKR073,Sham,19,Acq,CSPre,Day 3,2.76
SKR073,Sham,19,Acq,CSPre,Day 4,2.98
SKR073,Sham,19,Acq,CSPre,Day 5,3.37
SKR073,Sham,19,Acq,CSPre,Day 6,3.92
SKR073,Sham,19,Acq,CSPre,Day 7,3.72
SKR073,Sham,21,Acq,PreCS,Day 1,1.793333333
SKR073,Sham,21,Acq,PreCS,Day 2,0.706666667
SKR073,Sham,21,Acq,PreCS,Day 3,0.483333333
SKR073,Sham,21,Acq,PreCS,Day 4,1.25
SKR073,Sham,21,Acq,PreCS,Day 5,0.44
SKR073,Sham,21,Acq,PreCS,Day 6,0.753333333
SKR073,Sham,21,Acq,PreCS,Day 7,0.25
SKR073,Sham,21,Acq,CS,Day 1,3.96
SKR073,Sham,21,Acq,CS,Day 2,2.606666667
SKR073,Sham,21,Acq,CS,Day 3,2.71
SKR073,Sham,21,Acq,CS,Day 4,4.503333333
SKR073,Sham,21,Acq,CS,Day 5,4.106666667
SKR073,Sham,21,Acq,CS,Day 6,4.456666667
SKR073,Sham,21,Acq,CS,Day 7,6.21
SKR073,Sham,21,Acq,CSPre,Day 1,2.17
SKR073,Sham,21,Acq,CSPre,Day 2,1.9
SKR073,Sham,21,Acq,CSPre,Day 3,2.23
SKR073,Sham,21,Acq,CSPre,Day 4,3.25
SKR073,Sham,21,Acq,CSPre,Day 5,3.67
SKR073,Sham,21,Acq,CSPre,Day 6,3.71
SKR073,Sham,21,Acq,CSPre,Day 7,5.96
SKR073,Sham,23,Acq,PreCS,Day 1,2.313333333
SKR073,Sham,23,Acq,PreCS,Day 2,1.373333333
SKR073,Sham,23,Acq,PreCS,Day 3,0.48
SKR073,Sham,23,Acq,PreCS,Day 4,1.483333333
SKR073,Sham,23,Acq,PreCS,Day 5,1.42
SKR073,Sham,23,Acq,PreCS,Day 6,1.17
SKR073,Sham,23,Acq,PreCS,Day 7,1.126666667
SKR073,Sham,23,Acq,CS,Day 1,5.626666667
SKR073,Sham,23,Acq,CS,Day 2,5.356666667
SKR073,Sham,23,Acq,CS,Day 3,3.456666667
SKR073,Sham,23,Acq,CS,Day 4,7.46
SKR073,Sham,23,Acq,CS,Day 5,2.896666667
SKR073,Sham,23,Acq,CS,Day 6,2.456666667
SKR073,Sham,23,Acq,CS,Day 7,1.643333333
SKR073,Sham,23,Acq,CSPre,Day 1,3.32
SKR073,Sham,23,Acq,CSPre,Day 2,3.99
SKR073,Sham,23,Acq,CSPre,Day 3,2.98
SKR073,Sham,23,Acq,CSPre,Day 4,5.98
SKR073,Sham,23,Acq,CSPre,Day 5,1.48
SKR073,Sham,23,Acq,CSPre,Day 6,1.29
SKR073,Sham,23,Acq,CSPre,Day 7,0.51
SKR073,Sham,26,Acq,PreCS,Day 1,1.626666667
SKR073,Sham,26,Acq,PreCS,Day 2,0.726666667
SKR073,Sham,26,Acq,PreCS,Day 3,0.606666667
SKR073,Sham,26,Acq,PreCS,Day 4,0.52
SKR073,Sham,26,Acq,PreCS,Day 5,0.71
SKR073,Sham,26,Acq,PreCS,Day 6,0.5
SKR073,Sham,26,Acq,PreCS,Day 7,1.396666667
SKR073,Sham,26,Acq,CS,Day 1,4.166666667
SKR073,Sham,26,Acq,CS,Day 2,2.833333333
SKR073,Sham,26,Acq,CS,Day 3,4.546666667
SKR073,Sham,26,Acq,CS,Day 4,5.376666667
SKR073,Sham,26,Acq,CS,Day 5,5.793333333
SKR073,Sham,26,Acq,CS,Day 6,5.523333333
SKR073,Sham,26,Acq,CS,Day 7,6.503333333
SKR073,Sham,26,Acq,CSPre,Day 1,2.54
SKR073,Sham,26,Acq,CSPre,Day 2,2.1
SKR073,Sham,26,Acq,CSPre,Day 3,3.94
SKR073,Sham,26,Acq,CSPre,Day 4,4.86
SKR073,Sham,26,Acq,CSPre,Day 5,5.08
SKR073,Sham,26,Acq,CSPre,Day 6,5.02
SKR073,Sham,26,Acq,CSPre,Day 7,5.1
SKR073,Sham,28,Acq,PreCS,Day 1,3.733333333
SKR073,Sham,28,Acq,PreCS,Day 2,0.773333333
SKR073,Sham,28,Acq,PreCS,Day 3,0.75
SKR073,Sham,28,Acq,PreCS,Day 4,0.793333333
SKR073,Sham,28,Acq,PreCS,Day 5,0.69
SKR073,Sham,28,Acq,PreCS,Day 6,1.253333333
SKR073,Sham,28,Acq,PreCS,Day 7,2.166666667
SKR073,Sham,28,Acq,CS,Day 1,6.396666667
SKR073,Sham,28,Acq,CS,Day 2,7.583333333
SKR073,Sham,28,Acq,CS,Day 3,7.29
SKR073,Sham,28,Acq,CS,Day 4,3.75
SKR073,Sham,28,Acq,CS,Day 5,3.126666667
SKR073,Sham,28,Acq,CS,Day 6,5.316666667
SKR073,Sham,28,Acq,CS,Day 7,7.67
SKR073,Sham,28,Acq,CSPre,Day 1,2.67
SKR073,Sham,28,Acq,CSPre,Day 2,6.81
SKR073,Sham,28,Acq,CSPre,Day 3,6.54
SKR073,Sham,28,Acq,CSPre,Day 4,2.96
SKR073,Sham,28,Acq,CSPre,Day 5,2.44
SKR073,Sham,28,Acq,CSPre,Day 6,4.07
SKR073,Sham,28,Acq,CSPre,Day 7,5.5
SKR073,Sham,30,Acq,PreCS,Day 1,3.313333333
SKR073,Sham,30,Acq,PreCS,Day 2,2.666666667
SKR073,Sham,30,Acq,PreCS,Day 3,2.5
SKR073,Sham,30,Acq,PreCS,Day 4,2.393333333
SKR073,Sham,30,Acq,PreCS,Day 5,3.626666667
SKR073,Sham,30,Acq,PreCS,Day 6,9.043333333
SKR073,Sham,30,Acq,PreCS,Day 7,9.273333333
SKR073,Sham,30,Acq,CS,Day 1,5.21
SKR073,Sham,30,Acq,CS,Day 2,5.02
SKR073,Sham,30,Acq,CS,Day 3,6.313333333
SKR073,Sham,30,Acq,CS,Day 4,7.416666667
SKR073,Sham,30,Acq,CS,Day 5,7.42
SKR073,Sham,30,Acq,CS,Day 6,9.356666667
SKR073,Sham,30,Acq,CS,Day 7,10.12666667
SKR073,Sham,30,Acq,CSPre,Day 1,1.9
SKR073,Sham,30,Acq,CSPre,Day 2,2.35
