Day,subject,sex,CS_name,Period,MagEntries,MagDuration
2,11____,F,A-,Pre,1.1666666666666667,2.343333333333362
2,11____,F,A-,CSPre,-0.5000000000000001,-2.013333333333359
2,11____,F,A+,CS,1.1666666666666667,1.146666666666609
2,11____,F,A+,Post,1.5,4.406666666666723
2,11____,F,A+,Pre,0.5,3.3499999999999845
2,11____,F,A+,CSPre,0.6666666666666667,-2.2033333333333758
2,11____,F,B-,CS,0.5,0.4833333333333533
2,11____,F,B-,Post,1,3.120000000000023
2,11____,F,B-,Pre,1.1666666666666667,2.839999999999994
2,11____,F,B-,CSPre,-0.6666666666666667,-2.3566666666666407
2,11____,F,B+,CS,0.6666666666666666,0.4600000000000364
2,11____,F,B+,Post,0.3333333333333333,4.306666666666686
2,11____,F,B+,Pre,0,2.5
2,11____,F,B+,CSPre,0.6666666666666666,-2.0399999999999636
2,12____,F,A-,CS,0.16666666666666666,0.22999999999994233
2,12____,F,A-,Post,1.3333333333333333,2.2833333333334545
2,12____,F,A-,Pre,0.3333333333333333,0.4833333333333485
2,12____,F,A-,CSPre,-0.16666666666666666,-0.25333333333340613
2,12____,F,A+,CS,0.16666666666666666,0.12333333333333482
2,12____,F,A+,Post,1.3333333333333333,0.7733333333334262
2,12____,F,A+,Pre,0.6666666666666666,0.5733333333333143
2,12____,F,A+,CSPre,-0.5,-0.4499999999999794
2,12____,F,B-,CS,0.16666666666666666,0.07333333333334249
2,12____,F,B-,Post,1,0.8633333333333061
2,12____,F,B-,Pre,0.5,1.8700000000000045
2,12____,F,B-,CSPre,-0.33333333333333337,-1.796666666666662
2,12____,F,B+,CS,0.5,0.286666666666709
2,12____,F,B+,Post,2.166666666666667,1.440000000000017
2,12____,F,B+,Pre,0.5,1.0433333333333887
2,12____,F,B+,CSPre,0,-0.7566666666666797
2,13____,F,A-,CS,1,0.23666666666665048
2,13____,F,A-,Post,0.5,0.13999999999992943
2,13____,F,A-,Pre,0.8333333333333333,0.17666666666666697
2,13____,F,A-,CSPre,0.16666666666666674,0.05999999999998351
2,13____,F,A+,CS,0.5,0.16000000000002515
2,13____,F,A+,Post,0.3333333333333333,3.9033333333333458
2,13____,F,A+,Pre,0.6666666666666666,0.23666666666664085
2,13____,F,A+,CSPre,-0.16666666666666663,-0.0766666666666157
2,13____,F,B-,CS,0.6666666666666666,0.3266666666666728
2,13____,F,B-,Post,1,0.3200000000000028
2,13____,F,B-,Pre,1,0.293333333333294
2,13____,F,B-,CSPre,-0.33333333333333337,0.033333333333378845
2,13____,F,B+,CS,0.5,0.36333333333334383
2,13____,F,B+,Post,1.1666666666666667,4.726666666666631
2,13____,F,B+,Pre,0.3333333333333333,0.03666666666670912
2,13____,F,B+,CSPre,0.16666666666666669,0.3266666666666347
2,14____,F,A-,CS,0,0
2,14____,F,A-,Post,0.3333333333333333,1.2866666666666902
2,14____,F,A-,Pre,0.6666666666666666,0.3866666666666515
2,14____,F,A-,CSPre,-0.6666666666666666,-0.3866666666666515
2,14____,F,A+,CS,0.16666666666666666,0.07666666666667274
2,14____,F,A+,Post,2.833333333333333,2.5466666666666478
2,14____,F,A+,Pre,0.3333333333333333,1.1666666666666572
2,14____,F,A+,CSPre,-0.16666666666666666,-1.0899999999999845
2,14____,F,B-,CS,0,0
2,14____,F,B-,Post,0.3333333333333333,1.1533333333333455
2,14____,F,B-,Pre,0.16666666666666666,0.72666666666665
2,14____,F,B-,CSPre,-0.16666666666666666,-0.72666666666665
2,14____,F,B+,CS,0.6666666666666666,0.33999999999995617
2,14____,F,B+,Post,2.3333333333333335,3.2466666666666133
2,14____,F,B+,Pre,0.8333333333333333,0.7333333333333483
2,14____,F,B+,CSPre,-0.16666666666666663,-0.3933333333333921
2,15____,F,A-,CS,0.6666666666666666,1.1033333333333437
2,15____,F,A-,Post,1.3333333333333333,2.3233333333333333
2,15____,F,A-,Pre,0,0
2,15____,F,A-,CSPre,0.6666666666666666,1.1033333333333437
2,15____,F,A+,CS,0.16666666666666666,0.15000000000001515
2,15____,F,A+,Post,3.8333333333333335,3.253333333333207
2,15____,F,A+,Pre,0,0
2,15____,F,A+,CSPre,0.16666666666666666,0.15000000000001515
2,15____,F,B-,CS,0.3333333333333333,0.8833333333333637
2,15____,F,B-,Post,1.3333333333333333,2.5333333333332893
2,15____,F,B-,Pre,0,0.2799999999999917
2,15____,F,B-,CSPre,0.3333333333333333,0.603333333333372
2,15____,F,B+,CS,1,2.3399999999999372
2,15____,F,B+,Post,1.8333333333333333,2.3500000000000036
2,15____,F,B+,Pre,0,0
2,15____,F,B+,CSPre,1,2.3399999999999372
2,16____,F,A-,CS,0.16666666666666666,0.09666666666665451
2,16____,F,A-,Post,1.5,1.42999999999995
2,16____,F,A-,Pre,0.3333333333333333,0.6033333333333152
2,16____,F,A-,CSPre,-0.16666666666666666,-0.5066666666666607
2,16____,F,A+,CS,1.1666666666666667,0.8366666666667772
2,16____,F,A+,Post,2.833333333333333,1.3499999999999468
2,16____,F,A+,Pre,0.3333333333333333,0.306666666666653
2,16____,F,A+,CSPre,0.8333333333333335,0.5300000000001243
2,16____,F,B-,CS,0.6666666666666666,0.6066666666665697
2,16____,F,B-,Post,0.8333333333333333,1.7100000000000173
2,16____,F,B-,Pre,0.6666666666666666,1.2433333333333345
2,16____,F,B-,CSPre,0,-0.6366666666667649
2,16____,F,B+,CS,0.8333333333333333,0.7466666666666699
2,16____,F,B+,Post,0.3333333333333333,1.69999999999997
2,16____,F,B+,Pre,0.16666666666666666,0.0066666666666606
2,16____,F,B+,CSPre,0.6666666666666666,0.7400000000000093
2,34____,M,A-,CS,0.6666666666666666,1.0766666666666915
2,34____,M,A-,Post,0.3333333333333333,0.6599999999999682
2,34____,M,A-,Pre,0.16666666666666666,0.6166666666666744
2,34____,M,A-,CSPre,0.5,0.4600000000000172
2,34____,M,A+,CS,0.3333333333333333,1.0099999999999911
2,34____,M,A+,Post,1.1666666666666667,0.9066666666666569
2,34____,M,A+,Pre,0.8333333333333333,0.5266666666666994
2,34____,M,A+,CSPre,-0.49999999999999994,0.48333333333329176
2,34____,M,B-,CS,0.6666666666666666,1.0500000000000496
2,34____,M,B-,Post,0.6666666666666666,1.4866666666666979
2,34____,M,B-,Pre,0,0
2,34____,M,B-,CSPre,0.6666666666666666,1.0500000000000496
2,34____,M,B+,CS,0.6666666666666666,1.316666666666606
2,34____,M,B+,Post,0.5,0.3500000000000275
2,34____,M,B+,Pre,0.16666666666666666,0.5500000000000304
2,34____,M,B+,CSPre,0.5,0.7666666666665757
2,35____,M,A-,CS,0,0
2,35____,M,A-,Post,0.5,0.47999999999994236
2,35____,M,A-,Pre,0,0
2,35____,M,A-,CSPre,0,0
2,35____,M,A+,CS,0.8333333333333333,0.7466666666665938
2,35____,M,A+,Post,0.6666666666666666,2.489999999999962
2,35____,M,A+,Pre,0,0
2,35____,M,A+,CSPre,0.8333333333333333,0.7466666666665938
2,35____,M,B-,CS,1,0.9500000000000075
2,35____,M,B-,Post,0.6666666666666666,0.8366666666666636
2,35____,M,B-,Pre,0.6666666666666666,0.35666666666665964
