Day,subject,Outcome,CSPair,CS_name,Period,MagEntries,MagDuration
13,8_____,O1,CD,C_O1,CS,3.9166666666666665,2.1883333333333694
13,8_____,O1,CD,C_O1,Post,1.5833333333333333,2.201666666666547
13,8_____,O1,CD,C_O1,Pre,0.5,0.7166666666666971
13,8_____,O1,CD,C_O1,CSPre,3.4166666666666665,1.4716666666666725
13,8_____,O2,CD,D_O2,CS,2.6666666666666665,2.3083333333333322
13,8_____,O2,CD,D_O2,Post,2.6666666666666665,2.7233333333333127
13,8_____,O2,CD,D_O2,Pre,0.5833333333333334,0.5816666666666706
13,8_____,O2,CD,D_O2,CSPre,2.083333333333333,1.7266666666666617
14,1_____,O1,CD,C_O1,CS,6.333333333333333,3.2749999999998565
14,1_____,O1,CD,C_O1,Post,1.25,1.046666666666719
14,1_____,O1,CD,C_O1,Pre,0.8333333333333333,0.2950000000000065
14,1_____,O1,CD,C_O1,CSPre,5.5,2.97999999999985
14,1_____,O2,CD,D_O2,CS,6.916666666666666,2.744999999999945
14,1_____,O2,CD,D_O2,Post,1.6666666666666665,0.9283333333333608
14,1_____,O2,CD,D_O2,Pre,0.75,0.2766666666666281
14,1_____,O2,CD,D_O2,CSPre,6.166666666666666,2.468333333333317
14,2_____,O1,CD,C_O1,CS,3.416666666666667,2.521666666666675
14,2_____,O1,CD,C_O1,Post,1.25,0.9066666666666569
14,2_____,O1,CD,C_O1,Pre,0.41666666666666663,0.5966666666666924
14,2_____,O1,CD,C_O1,CSPre,3.0000000000000004,1.9249999999999825
14,2_____,O2,CD,D_O2,CS,4.166666666666667,2.4916666666667004
14,2_____,O2,CD,D_O2,Post,1.3333333333333333,1.411666666666671
14,2_____,O2,CD,D_O2,Pre,0.5833333333333334,0.6916666666666725
14,2_____,O2,CD,D_O2,CSPre,3.5833333333333335,1.8000000000000278
14,26____,O1,CD,C_O1,CS,1.8333333333333333,1.4416666666666347
14,26____,O1,CD,C_O1,Post,0.75,1.1916666666666864
14,26____,O1,CD,C_O1,Pre,0,0
14,26____,O1,CD,C_O1,CSPre,1.8333333333333333,1.4416666666666347
14,26____,O2,CD,D_O2,CS,1.6666666666666665,1.3583333333333105
14,26____,O2,CD,D_O2,Post,2.0833333333333335,2.411666666666611
14,26____,O2,CD,D_O2,Pre,0,0
14,26____,O2,CD,D_O2,CSPre,1.6666666666666665,1.3583333333333105
14,27____,O1,CD,C_O1,CS,0.41666666666666663,0.3616666666666918
14,27____,O1,CD,C_O1,Post,0.5833333333333334,0.2083333333333712
14,27____,O1,CD,C_O1,Pre,0,0
14,27____,O1,CD,C_O1,CSPre,0.41666666666666663,0.3616666666666918
14,27____,O2,CD,D_O2,CS,0.9166666666666666,1.2450000000000163
14,27____,O2,CD,D_O2,Post,1.5,0.8083333333333725
14,27____,O2,CD,D_O2,Pre,0.16666666666666666,0.03333333333332195
14,27____,O2,CD,D_O2,CSPre,0.75,1.2116666666666944
14,28____,O1,CD,C_O1,CS,1.9166666666666667,1.0883333333332887
14,28____,O1,CD,C_O1,Post,0.41666666666666663,1.036666666666657
14,28____,O1,CD,C_O1,Pre,0.25,0.0533333333333416
14,28____,O1,CD,C_O1,CSPre,1.6666666666666667,1.034999999999947
14,28____,O2,CD,D_O2,CS,1.75,1.3216666666666865
14,28____,O2,CD,D_O2,Post,0.5833333333333334,1.2600000000000524
14,28____,O2,CD,D_O2,Pre,0.41666666666666663,0.5249999999999926
14,28____,O2,CD,D_O2,CSPre,1.3333333333333335,0.796666666666694
14,29____,O1,CD,C_O1,CS,0.9166666666666666,1.1866666666667085
14,29____,O1,CD,C_O1,Post,0.08333333333333333,0.3800000000000143
14,29____,O1,CD,C_O1,Pre,0,0
14,29____,O1,CD,C_O1,CSPre,0.9166666666666666,1.1866666666667085
14,29____,O2,CD,D_O2,CS,1.6666666666666665,1.7200000000000606
14,29____,O2,CD,D_O2,Post,2.0833333333333335,1.3833333333333635
14,29____,O2,CD,D_O2,Pre,0.08333333333333333,0.04666666666666208
14,29____,O2,CD,D_O2,CSPre,1.5833333333333333,1.6733333333333986
14,3_____,O1,CD,C_O1,CS,1,2.4566666666666634
14,3_____,O1,CD,C_O1,Post,0.6666666666666666,1.8866666666666654
14,3_____,O1,CD,C_O1,Pre,1,1.623333333333323
14,3_____,O1,CD,C_O1,CSPre,0,0.8333333333333404
14,3_____,O2,CD,D_O2,CS,1.5,2.5349999999999477
14,3_____,O2,CD,D_O2,Post,0.9166666666666666,1.961666666666698
14,3_____,O2,CD,D_O2,Pre,0.5833333333333334,1.4349999999999643
14,3_____,O2,CD,D_O2,CSPre,0.9166666666666666,1.0999999999999834
14,30____,O1,CD,C_O1,CS,2.75,3.695000000000003
14,30____,O1,CD,C_O1,Post,2.166666666666667,1.5150000000000574
14,30____,O1,CD,C_O1,Pre,0.8333333333333333,0.5033333333333396
14,30____,O1,CD,C_O1,CSPre,1.9166666666666667,3.1916666666666633
14,30____,O2,CD,D_O2,CS,3.0833333333333335,3.334999999999915
14,30____,O2,CD,D_O2,Post,1.6666666666666665,1.3750000000000673
14,30____,O2,CD,D_O2,Pre,0.8333333333333333,0.6750000000000422
14,30____,O2,CD,D_O2,CSPre,2.25,2.659999999999873
14,31____,O1,CD,C_O1,CS,4.166666666666667,3.684999999999872
14,31____,O1,CD,C_O1,Post,2,1.9433333333332772
14,31____,O1,CD,C_O1,Pre,0.08333333333333333,0.00833333333333286
14,31____,O1,CD,C_O1,CSPre,4.083333333333334,3.6766666666665393
14,31____,O2,CD,D_O2,CS,3.25,3.621666666666722
14,31____,O2,CD,D_O2,Post,1.8333333333333333,3.218333333333324
14,31____,O2,CD,D_O2,Pre,0,0
14,31____,O2,CD,D_O2,CSPre,3.25,3.621666666666722
14,32____,O1,CD,C_O1,CS,2.4166666666666665,3.3233333333332196
14,32____,O1,CD,C_O1,Post,4.833333333333333,3.6133333333332844
14,32____,O1,CD,C_O1,Pre,0.5,0.22499999999998377
14,32____,O1,CD,C_O1,CSPre,1.9166666666666665,3.098333333333236
14,32____,O2,CD,D_O2,CS,2.75,3.9550000000000174
14,32____,O2,CD,D_O2,Post,4.916666666666666,3.836666666666706
14,32____,O2,CD,D_O2,Pre,0.41666666666666663,0.5749999999999698
14,32____,O2,CD,D_O2,CSPre,2.3333333333333335,3.380000000000048
14,33____,O1,CD,C_O1,CS,1.4166666666666665,2.516666666666694
14,33____,O1,CD,C_O1,Post,1.1666666666666667,0.9733333333333529
14,33____,O1,CD,C_O1,Pre,0.5,0.7449999999999999
14,33____,O1,CD,C_O1,CSPre,0.9166666666666665,1.7716666666666943
14,33____,O2,CD,D_O2,CS,1.3333333333333333,2.1900000000000643
14,33____,O2,CD,D_O2,Post,2.75,1.8683333333333676
14,33____,O2,CD,D_O2,Pre,0.6666666666666666,1.006666666666651
14,33____,O2,CD,D_O2,CSPre,0.6666666666666666,1.1833333333334133
14,4_____,O1,CD,C_O1,CS,1.0833333333333335,3.54500000000002
14,4_____,O1,CD,C_O1,Post,1,0.4983333333332969
14,4_____,O1,CD,C_O1,Pre,0.3333333333333333,0.1766666666666481
14,4_____,O1,CD,C_O1,CSPre,0.7500000000000002,3.368333333333372
14,4_____,O2,CD,D_O2,CS,1.0833333333333335,2.9466666666666326
14,4_____,O2,CD,D_O2,Post,0.5,0.4133333333333624
14,4_____,O2,CD,D_O2,Pre,0.5,0.25166666666666515
14,4_____,O2,CD,D_O2,CSPre,0.5833333333333335,2.6949999999999674
14,5_____,O1,CD,C_O1,CS,2.3333333333333335,1.8916666666666206
14,5_____,O1,CD,C_O1,Post,0.6666666666666666,3.5883333333333334
14,5_____,O1,CD,C_O1,Pre,0.3333333333333333,0.5899999999999844
14,5_____,O1,CD,C_O1,CSPre,2,1.301666666666636
14,5_____,O2,CD,D_O2,CS,2.833333333333333,2.286666666666626
14,5_____,O2,CD,D_O2,Post,1.5833333333333333,2.6499999999999724
14,5_____,O2,CD,D_O2,Pre,0.75,1.0333333333333028
14,5_____,O2,CD,D_O2,CSPre,2.083333333333333,1.2533333333333234
14,6_____,O1,CD,C_O1,CS,2,1.5283333333333338
14,6_____,O1,CD,C_O1,Post,0.5,0.32500000000001245
14,6_____,O1,CD,C_O1,Pre,0.16666666666666666,0.08666666666664476
14,6_____,O1,CD,C_O1,CSPre,1.8333333333333333,1.441666666666689
14,6_____,O2,CD,D_O2,CS,2.166666666666667,1.4383333333333619
14,6_____,O2,CD,D_O2,Post,1.1666666666666667,0.49833333333333474
14,6_____,O2,CD,D_O2,Pre,0.25,0.3166666666666629
14,6_____,O2,CD,D_O2,CSPre,1.916666666666667,1.121666666666699
14,7_____,O1,CD,C_O1,CS,2.4166666666666665,1.5699999999999958
14,7_____,O1,CD,C_O1,Post,0.8333333333333333,1.6033333333333057
14,7_____,O1,CD,C_O1,Pre,0.75,0.5166666666666752
14,7_____,O1,CD,C_O1,CSPre,1.6666666666666665,1.0533333333333208
14,7_____,O2,CD,D_O2,CS,2.6666666666666665,1.4700000000000086
14,7_____,O2,CD,D_O2,Post,3.8333333333333335,1.8950000000000151
14,7_____,O2,CD,D_O2,Pre,0.5,0.5566666666667098
14,7_____,O2,CD,D_O2,CSPre,2.1666666666666665,0.9133333333332988
14,8_____,O1,CD,C_O1,CS,5.083333333333333,2.8999999999999653
14,8_____,O1,CD,C_O1,Post,1.25,1.5399999999999876
14,8_____,O1,CD,C_O1,Pre,1,0.7916666666667047
14,8_____,O1,CD,C_O1,CSPre,4.083333333333333,2.1083333333332606
14,8_____,O2,CD,D_O2,CS,3.5,2.6350000000000384
14,8_____,O2,CD,D_O2,Post,0.41666666666666663,2.2350000000000323
14,8_____,O2,CD,D_O2,Pre,0.8333333333333333,0.6449999999999911
14,8_____,O2,CD,D_O2,CSPre,2.666666666666667,1.9900000000000473
