Experiment,Day,Subject,CS_Name,US_Name,AvgRewards,CS_PreCS,MagEntry_PreCS,MagEntry_CS
skr214_sPIT_Satiety,7,15,Noise,Sucrose,4.5,14.75,7,21.75
skr214_sPIT_Satiety,7,15,Tone,Maltodextrin,3.5,11.25,8,19.25
skr214_sPIT_Satiety,7,16,Click,Sucrose,5,24.75,9,33.75
skr214_sPIT_Satiety,7,16,Noise,Maltodextrin,3.75,34.25,4.75,39
skr214_sPIT_Satiety,7,16,Tone,Pellet,4,21.25,13.75,35
skr214_sPIT_Satiety,8,1,Click,Maltodextrin,5.75,6.25,11.25,17.5
skr214_sPIT_Satiety,8,1,Noise,Sucrose,5.5,13.25,15.5,28.75
skr214_sPIT_Satiety,8,1,Tone,Pellet,3.5,14.75,13.25,28
skr214_sPIT_Satiety,8,2,Click,Pellet,4,26.25,6.25,32.5
skr214_sPIT_Satiety,8,2,Noise,Sucrose,4.25,26.75,12,38.75
skr214_sPIT_Satiety,8,2,Tone,Maltodextrin,2,18.25,13,31.25
skr214_sPIT_Satiety,8,3,Click,Sucrose,2.75,6.25,7.75,14
skr214_sPIT_Satiety,8,3,Noise,Pellet,3.5,44,7.25,51.25
skr214_sPIT_Satiety,8,3,Tone,Maltodextrin,3.75,0,11.75,11.75
skr214_sPIT_Satiety,8,4,Click,Maltodextrin,4.5,6.5,13.5,20
skr214_sPIT_Satiety,8,4,Noise,Pellet,3.5,35,9,44
skr214_sPIT_Satiety,8,4,Tone,Sucrose,5,13.5,13,26.5
skr214_sPIT_Satiety,8,5,Click,Sucrose,3.25,13.5,6.5,20
skr214_sPIT_Satiety,8,5,Noise,Maltodextrin,4.25,20.25,7.25,27.5
skr214_sPIT_Satiety,8,5,Tone,Pellet,4,21.5,7,28.5
skr214_sPIT_Satiety,8,6,Click,Pellet,3.5,17.5,9.25,26.75
skr214_sPIT_Satiety,8,6,Noise,Maltodextrin,4.25,11.25,29.25,40.5
skr214_sPIT_Satiety,8,6,Tone,Sucrose,3.75,13.75,10.25,24
skr214_sPIT_Satiety,8,7,Click,Maltodextrin,5.5,15,4.25,19.25
skr214_sPIT_Satiety,8,7,Noise,Sucrose,2.75,16.5,9.75,26.25
skr214_sPIT_Satiety,8,7,Tone,Pellet,5.75,9.5,14.5,24
skr214_sPIT_Satiety,8,8,Click,Sucrose,4,-15,34.75,19.75
skr214_sPIT_Satiety,8,8,Noise,Pellet,2.5,21.5,21,42.5
skr214_sPIT_Satiety,8,8,Tone,Maltodextrin,4.25,-7.25,26.25,19
skr214_sPIT_Satiety,8,9,Click,Maltodextrin,5.25,16.75,7.5,24.25
skr214_sPIT_Satiety,8,9,Noise,Sucrose,2.75,32.25,6.5,38.75
skr214_sPIT_Satiety,8,9,Tone,Pellet,4.75,20.5,7.25,27.75
skr214_sPIT_Satiety,8,10,Click,Pellet,2.75,13,10.25,23.25
skr214_sPIT_Satiety,8,10,Noise,Sucrose,2.75,24.5,12.5,37
skr214_sPIT_Satiety,8,10,Tone,Maltodextrin,3.75,15.5,13.5,29
skr214_sPIT_Satiety,8,11,Click,Sucrose,2.25,6,10,16
skr214_sPIT_Satiety,8,11,Noise,Pellet,3.25,35.75,3,38.75
skr214_sPIT_Satiety,8,11,Tone,Maltodextrin,3.25,4.25,9.25,13.5
skr214_sPIT_Satiety,8,12,Click,Maltodextrin,2.25,10.75,14.75,25.5
skr214_sPIT_Satiety,8,12,Noise,Pellet,3.25,28.5,11.75,40.25
skr214_sPIT_Satiety,8,12,Tone,Sucrose,3.25,13.5,12.5,26
skr214_sPIT_Satiety,8,13,Click,Sucrose,3.5,13.25,6.5,19.75
skr214_sPIT_Satiety,8,13,Noise,Maltodextrin,2.75,18.5,9.25,27.75
skr214_sPIT_Satiety,8,13,Tone,Pellet,6,15.5,8,23.5
skr214_sPIT_Satiety,8,14,Click,Pellet,2.75,17.75,4.75,22.5
skr214_sPIT_Satiety,8,14,Noise,Maltodextrin,5.5,17,6.5,23.5
skr214_sPIT_Satiety,8,14,Tone,Sucrose,3.25,14.5,6.75,21.25
skr214_sPIT_Satiety,8,15,Click,Pellet,5.5,21.75,8.75,30.5
skr214_sPIT_Satiety,8,15,Noise,Sucrose,4.75,22.25,7,29.25
skr214_sPIT_Satiety,8,15,Tone,Maltodextrin,4.25,11.75,8.5,20.25
skr214_sPIT_Satiety,8,16,Click,Sucrose,4.75,27,6,33
skr214_sPIT_Satiety,8,16,Noise,Maltodextrin,3.75,28.25,6,34.25
skr214_sPIT_Satiety,8,16,Tone,Pellet,3,20.75,8.5,29.25
